requested_collective,requested_algorithm,internal_collective,internal_algorithm,nproc,dump_rank,count,raw_line
MPI_Bcast,release_gather,bcast,MPIDI_POSIX_mpi_bcast_release_gather,4,0,24500,     24500  MPIDI_POSIX_mpi_bcast_release_gather
