requested_collective,requested_algorithm,internal_collective,internal_algorithm,nproc,dump_rank,count,raw_line
MPI_Bcast,circ_graph,Bcast,MPIR_Bcast_intra_circ_graph,32,0,24500,     24500  MPIR_Bcast_intra_circ_graph
