phase,phase_iteration,global_iteration,algorithm,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,circ_graph,0,512,2,0.540868363,0.001056384,0.000261863,0.002858199,1
warmup,1,1,circ_graph,0,512,2,0.107389518,0.000209745,0.000021661,0.001279560,1
warmup,2,2,circ_graph,0,512,2,0.074741437,0.000145979,0.000017092,0.000231514,1
warmup,3,3,circ_graph,0,512,2,0.082284610,0.000160712,0.000019256,0.001265082,1
warmup,4,4,circ_graph,0,512,2,0.068790124,0.000134356,0.000020979,0.000241915,1
warmup,5,5,circ_graph,0,512,2,0.089305940,0.000174426,0.000028383,0.001229235,1
warmup,6,6,circ_graph,0,512,2,0.068190632,0.000133185,0.000031158,0.000234950,1
warmup,7,7,circ_graph,0,512,2,0.074521668,0.000145550,0.000037150,0.001221272,1
warmup,8,8,circ_graph,0,512,2,0.069989730,0.000136699,0.000023294,0.000259857,1
warmup,9,9,circ_graph,0,512,2,0.065427029,0.000127787,0.000029465,0.000232614,1
warmup,10,10,circ_graph,0,512,2,0.066547730,0.000129976,0.000021560,0.000204845,1
warmup,11,11,circ_graph,0,512,2,0.069340269,0.000135430,0.000030417,0.001267988,1
warmup,12,12,circ_graph,0,512,2,0.072024524,0.000140673,0.000018545,0.000238848,1
warmup,13,13,circ_graph,0,512,2,0.067743418,0.000132311,0.000023013,0.000242976,1
warmup,14,14,circ_graph,0,512,2,0.069424447,0.000135595,0.000021880,0.000236674,1
warmup,15,15,circ_graph,0,512,2,0.069064658,0.000134892,0.000024125,0.000246913,1
warmup,16,16,circ_graph,0,512,2,0.066111587,0.000129124,0.000030127,0.000231254,1
warmup,17,17,circ_graph,0,512,2,0.060293652,0.000117761,0.000037550,0.000203239,1
warmup,18,18,circ_graph,0,512,2,0.068085891,0.000132980,0.000021340,0.000246202,1
warmup,19,19,circ_graph,0,512,2,0.064741183,0.000126448,0.000024656,0.000215614,1
actual,0,20,circ_graph,0,512,2,0.067595364,0.000132022,0.000025798,0.000213220,1
actual,1,21,circ_graph,0,512,2,0.064061864,0.000125121,0.000025578,0.000241084,1
actual,2,22,circ_graph,0,512,2,0.065603750,0.000128132,0.000028023,0.000230733,1
actual,3,23,circ_graph,0,512,2,0.067280482,0.000131407,0.000030207,0.000222518,1
actual,4,24,circ_graph,0,512,2,0.066486029,0.000129856,0.000023303,0.000235982,1
actual,5,25,circ_graph,0,512,2,0.069193003,0.000135143,0.000030267,0.000238357,1
actual,6,26,circ_graph,0,512,2,0.066260964,0.000129416,0.000026510,0.000224852,1
actual,7,27,circ_graph,0,512,2,0.066548208,0.000129977,0.000016792,0.000180880,1
actual,8,28,circ_graph,0,512,2,0.066945968,0.000130754,0.000021070,0.000220505,1
actual,9,29,circ_graph,0,512,2,0.066869475,0.000130604,0.000015579,0.000253115,1
actual,10,30,circ_graph,0,512,2,0.068214404,0.000133231,0.000023283,0.000222027,1
actual,11,31,circ_graph,0,512,2,0.070805798,0.000138293,0.000030386,0.000236404,1
actual,12,32,circ_graph,0,512,2,0.068279062,0.000133358,0.000024235,0.000246122,1
actual,13,33,circ_graph,0,512,2,0.067599889,0.000132031,0.000026820,0.001255704,1
actual,14,34,circ_graph,0,512,2,0.062526449,0.000122122,0.000027952,0.000236253,1
actual,15,35,circ_graph,0,512,2,0.066373501,0.000129636,0.000015268,0.000232868,1
actual,16,36,circ_graph,0,512,2,0.066994251,0.000130848,0.000021310,0.000237736,1
actual,17,37,circ_graph,0,512,2,0.066443008,0.000129771,0.000018965,0.000222428,1
actual,18,38,circ_graph,0,512,2,0.067952018,0.000132719,0.000024656,0.000231395,1
actual,19,39,circ_graph,0,512,2,0.065213733,0.000127371,0.000025868,0.000248698,1
warmup,0,0,circ_graph,0,512,3,0.069518611,0.000135779,0.000027792,0.000242095,1
warmup,1,1,circ_graph,0,512,3,0.062388065,0.000121852,0.000031609,0.000222197,1
warmup,2,2,circ_graph,0,512,3,0.063803550,0.000124616,0.000020378,0.000211207,1
warmup,3,3,circ_graph,0,512,3,0.069660107,0.000136055,0.000028053,0.001148113,1
warmup,4,4,circ_graph,0,512,3,0.063197531,0.000123433,0.000027522,0.000240932,1
warmup,5,5,circ_graph,0,512,3,0.065320581,0.000127579,0.000024897,0.000234140,1
warmup,6,6,circ_graph,0,512,3,0.077945358,0.000152237,0.000030657,0.000258797,1
warmup,7,7,circ_graph,0,512,3,0.066384175,0.000129657,0.000030657,0.000229922,1
warmup,8,8,circ_graph,0,512,3,0.066417810,0.000129722,0.000022903,0.001172587,1
warmup,9,9,circ_graph,0,512,3,0.064417054,0.000125815,0.000026660,0.000217268,1
warmup,10,10,circ_graph,0,512,3,0.066776063,0.000130422,0.000026700,0.000234080,1
warmup,11,11,circ_graph,0,512,3,0.066615586,0.000130109,0.000023133,0.000227978,1
warmup,12,12,circ_graph,0,512,3,0.068345523,0.000133487,0.000023655,0.000243017,1
warmup,13,13,circ_graph,0,512,3,0.069935947,0.000136594,0.000021190,0.000222839,1
warmup,14,14,circ_graph,0,512,3,0.161179480,0.000314804,0.000024256,0.000379192,1
