phase,phase_iteration,global_iteration,algorithm,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,scatter_recursive_doubling_allgather,0,128,2,0.029987115,0.000234274,0.000107312,0.000383559,1
warmup,1,1,scatter_recursive_doubling_allgather,0,128,2,0.025001097,0.000195321,0.000081643,0.001283343,1
warmup,2,2,scatter_recursive_doubling_allgather,0,128,2,0.027038788,0.000211241,0.000074389,0.001268634,1
warmup,3,3,scatter_recursive_doubling_allgather,0,128,2,0.019592951,0.000153070,0.000084929,0.000254027,1
warmup,4,4,scatter_recursive_doubling_allgather,0,128,2,0.017414592,0.000136052,0.000068870,0.001188715,1
warmup,5,5,scatter_recursive_doubling_allgather,0,128,2,0.016767281,0.000130994,0.000076142,0.000242736,1
warmup,6,6,scatter_recursive_doubling_allgather,0,128,2,0.017597847,0.000137483,0.000079490,0.000225945,1
warmup,7,7,scatter_recursive_doubling_allgather,0,128,2,0.017259793,0.000134842,0.000081002,0.000242506,1
warmup,8,8,scatter_recursive_doubling_allgather,0,128,2,0.015211638,0.000118841,0.000068499,0.000183736,1
warmup,9,9,scatter_recursive_doubling_allgather,0,128,2,0.014772544,0.000115410,0.000038352,0.000190980,1
warmup,10,10,scatter_recursive_doubling_allgather,0,128,2,0.012705525,0.000099262,0.000062998,0.000160311,1
warmup,11,11,scatter_recursive_doubling_allgather,0,128,2,0.018662849,0.000145804,0.000086051,0.001235442,1
warmup,12,12,scatter_recursive_doubling_allgather,0,128,2,0.013045562,0.000101918,0.000060864,0.000176893,1
warmup,13,13,scatter_recursive_doubling_allgather,0,128,2,0.015313870,0.000119640,0.000067456,0.000222618,1
warmup,14,14,scatter_recursive_doubling_allgather,0,128,2,0.015868972,0.000123976,0.000063780,0.000206468,1
warmup,15,15,scatter_recursive_doubling_allgather,0,128,2,0.012861223,0.000100478,0.000065162,0.000169299,1
warmup,16,16,scatter_recursive_doubling_allgather,0,128,2,0.017435269,0.000136213,0.000067497,0.001240984,1
warmup,17,17,scatter_recursive_doubling_allgather,0,128,2,0.013051129,0.000101962,0.000064230,0.000171012,1
warmup,18,18,scatter_recursive_doubling_allgather,0,128,2,0.014307276,0.000111776,0.000065863,0.000180980,1
warmup,19,19,scatter_recursive_doubling_allgather,0,128,2,0.015494690,0.000121052,0.000069971,0.000218942,1
warmup,20,20,scatter_recursive_doubling_allgather,0,128,2,0.014804567,0.000115661,0.000068067,0.000197271,1
warmup,21,21,scatter_recursive_doubling_allgather,0,128,2,0.015027554,0.000117403,0.000085330,0.000171432,1
warmup,22,22,scatter_recursive_doubling_allgather,0,128,2,0.015126572,0.000118176,0.000075622,0.000198023,1
warmup,23,23,scatter_recursive_doubling_allgather,0,128,2,0.013096676,0.000102318,0.000067858,0.000170872,1
warmup,24,24,scatter_recursive_doubling_allgather,0,128,2,0.012507017,0.000097711,0.000061586,0.000158599,1
warmup,25,25,scatter_recursive_doubling_allgather,0,128,2,0.016980351,0.000132659,0.000063199,0.000189757,1
warmup,26,26,scatter_recursive_doubling_allgather,0,128,2,0.015156741,0.000118412,0.000069410,0.000178455,1
warmup,27,27,scatter_recursive_doubling_allgather,0,128,2,0.012858007,0.000100453,0.000063980,0.000172044,1
warmup,28,28,scatter_recursive_doubling_allgather,0,128,2,0.014810448,0.000115707,0.000068528,0.000248898,1
warmup,29,29,scatter_recursive_doubling_allgather,0,128,2,0.015147355,0.000118339,0.000066655,0.000211548,1
warmup,30,30,scatter_recursive_doubling_allgather,0,128,2,0.015314543,0.000119645,0.000053941,0.000186921,1
warmup,31,31,scatter_recursive_doubling_allgather,0,128,2,0.014976041,0.000117000,0.000070422,0.000187062,1
warmup,32,32,scatter_recursive_doubling_allgather,0,128,2,0.014901601,0.000116419,0.000072787,0.000194776,1
warmup,33,33,scatter_recursive_doubling_allgather,0,128,2,0.015703709,0.000122685,0.000079840,0.000222468,1
warmup,34,34,scatter_recursive_doubling_allgather,0,128,2,0.015717319,0.000122792,0.000035767,0.000205807,1
warmup,35,35,scatter_recursive_doubling_allgather,0,128,2,0.017183787,0.000134248,0.000042059,0.000216547,1
warmup,36,36,scatter_recursive_doubling_allgather,0,128,2,0.016520524,0.000129067,0.000069110,0.000191470,1
warmup,37,37,scatter_recursive_doubling_allgather,0,128,2,0.015413119,0.000120415,0.000063378,0.000203062,1
warmup,38,38,scatter_recursive_doubling_allgather,0,128,2,0.015556688,0.000121537,0.000066775,0.000221988,1
warmup,39,39,scatter_recursive_doubling_allgather,0,128,2,0.016306426,0.000127394,0.000078267,0.000204605,1
warmup,40,40,scatter_recursive_doubling_allgather,0,128,2,0.015326239,0.000119736,0.000074019,0.000184246,1
warmup,41,41,scatter_recursive_doubling_allgather,0,128,2,0.014843176,0.000115962,0.000065172,0.000210816,1
warmup,42,42,scatter_recursive_doubling_allgather,0,128,2,0.015999843,0.000124999,0.000047669,0.000205727,1
warmup,43,43,scatter_recursive_doubling_allgather,0,128,2,0.016061368,0.000125479,0.000064271,0.000215154,1
warmup,44,44,scatter_recursive_doubling_allgather,0,128,2,0.015794259,0.000123393,0.000054934,0.000209163,1
warmup,45,45,scatter_recursive_doubling_allgather,0,128,2,0.016465156,0.000128634,0.000056967,0.000195628,1
warmup,46,46,scatter_recursive_doubling_allgather,0,128,2,0.012698859,0.000099210,0.000059502,0.000189536,1
warmup,47,47,scatter_recursive_doubling_allgather,0,128,2,0.016226901,0.000126773,0.000058459,0.000209343,1
warmup,48,48,scatter_recursive_doubling_allgather,0,128,2,0.014798276,0.000115612,0.000046528,0.000190689,1
warmup,49,49,scatter_recursive_doubling_allgather,0,128,2,0.015307608,0.000119591,0.000064711,0.000211618,1
warmup,50,50,scatter_recursive_doubling_allgather,0,128,2,0.013922908,0.000108773,0.000068127,0.000212189,1
warmup,51,51,scatter_recursive_doubling_allgather,0,128,2,0.012205683,0.000095357,0.000053410,0.000157516,1
warmup,52,52,scatter_recursive_doubling_allgather,0,128,2,0.016192848,0.000126507,0.000070592,0.000240662,1
warmup,53,53,scatter_recursive_doubling_allgather,0,128,2,0.017539760,0.000137029,0.000071825,0.000214042,1
warmup,54,54,scatter_recursive_doubling_allgather,0,128,2,0.014874916,0.000116210,0.000070682,0.000219282,1
warmup,55,55,scatter_recursive_doubling_allgather,0,128,2,0.017074497,0.000133395,0.000078898,0.000214564,1
warmup,56,56,scatter_recursive_doubling_allgather,0,128,2,0.015151245,0.000118369,0.000069110,0.000199845,1
warmup,57,57,scatter_recursive_doubling_allgather,0,128,2,0.016880037,0.000131875,0.000084228,0.000200056,1
