phase,phase_iteration,global_iteration,algorithm,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,scatter_ring_allgather,0,256,2,0.662643817,0.002588452,0.002064062,0.003448453,1
warmup,1,1,scatter_ring_allgather,0,256,2,0.911070915,0.003558871,0.002213506,0.004859314,1
warmup,2,2,scatter_ring_allgather,0,256,2,0.661346519,0.002583385,0.001995974,0.004051505,1
warmup,3,3,scatter_ring_allgather,0,256,2,0.659381299,0.002575708,0.002089339,0.003895741,1
warmup,4,4,scatter_ring_allgather,0,256,2,0.642852879,0.002511144,0.001932495,0.004152191,1
warmup,5,5,scatter_ring_allgather,0,256,2,0.645148680,0.002520112,0.001957402,0.003204983,1
warmup,6,6,scatter_ring_allgather,0,256,2,0.934937151,0.003652098,0.002039090,0.004112336,1
warmup,7,7,scatter_ring_allgather,0,256,2,0.651963398,0.002546732,0.001984573,0.003255638,1
warmup,8,8,scatter_ring_allgather,0,256,2,0.657915365,0.002569982,0.001998849,0.003304811,1
warmup,9,9,scatter_ring_allgather,0,256,2,0.649057304,0.002535380,0.001983241,0.003241171,1
warmup,10,10,scatter_ring_allgather,0,256,2,0.656341708,0.002563835,0.002062328,0.003230642,1
warmup,11,11,scatter_ring_allgather,0,256,2,0.628708542,0.002455893,0.001938607,0.003222827,1
warmup,12,12,scatter_ring_allgather,0,256,2,0.647584486,0.002529627,0.001938536,0.003263824,1
warmup,13,13,scatter_ring_allgather,0,256,2,0.667917368,0.002609052,0.002071611,0.003279133,1
warmup,14,14,scatter_ring_allgather,0,256,2,0.644239522,0.002516561,0.001940209,0.003235180,1
warmup,15,15,scatter_ring_allgather,0,256,2,0.632751655,0.002471686,0.001938973,0.003240941,1
warmup,16,16,scatter_ring_allgather,0,256,2,0.653576776,0.002553034,0.001967010,0.003289403,1
warmup,17,17,scatter_ring_allgather,0,256,2,0.650985081,0.002542910,0.001970276,0.003300935,1
warmup,18,18,scatter_ring_allgather,0,256,2,0.652974840,0.002550683,0.001981878,0.003295504,1
warmup,19,19,scatter_ring_allgather,0,256,2,0.648475702,0.002533108,0.001952883,0.003971973,1
