requested_collective,requested_algorithm,internal_collective,internal_algorithm,nproc,dump_rank,count,raw_line
MPI_Bcast,binomial,Bcast,MPIR_Bcast_intra_binomial,256,0,9800,      9800  MPIR_Bcast_intra_binomial
