requested_collective,requested_algorithm,internal_collective,internal_algorithm,nproc,dump_rank,count,raw_line
MPI_Bcast,scatter_ring_allgather,Bcast,MPIR_Bcast_intra_scatter_ring_allgather,512,0,1960,      1960  MPIR_Bcast_intra_scatter_ring_allgather
