requested_collective,requested_algorithm,internal_collective,internal_algorithm,nproc,dump_rank,count,raw_line
MPI_Bcast,pipelined_tree,Bcast,MPIR_Bcast_intra_pipelined_tree,16,0,24500,     24500  MPIR_Bcast_intra_pipelined_tree
