requested_collective,requested_algorithm,internal_collective,internal_algorithm,nproc,dump_rank,count,raw_line
MPI_Bcast,nb,Ibcast,MPIR_Ibcast_intra_sched_binomial,128,0,5000,      5000  MPIR_Ibcast_intra_sched_binomial
MPI_Bcast,nb,Ibcast,MPIR_Ibcast_intra_sched_scatter_recursive_doubling_allgather,128,0,2200,      2200  MPIR_Ibcast_intra_sched_scatter_recursive_doubling_allgather
MPI_Bcast,nb,Ibcast,MPIR_Ibcast_intra_sched_scatter_ring_allgather,128,0,2600,      2600  MPIR_Ibcast_intra_sched_scatter_ring_allgather
