requested_collective,requested_algorithm,internal_collective,internal_algorithm,nproc,dump_rank,count,raw_line
MPI_Bcast,scatter_recursive_doubling_allgather,Bcast,MPIR_Bcast_intra_scatter_recursive_doubling_allgather,16,0,24500,     24500  MPIR_Bcast_intra_scatter_recursive_doubling_allgather
