requested_collective,requested_algorithm,internal_collective,internal_algorithm,nproc,dump_rank,count,raw_line
MPI_Bcast,binomial,Bcast,MPIR_Bcast_intra_binomial,8192,0,1960,      1960  MPIR_Bcast_intra_binomial
