phase,phase_iteration,global_iteration,algorithm,cvar_value,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,binomial,1,0,256,2,0.404850520,0.001581447,0.000057397,0.004079861,1
warmup,1,1,binomial,1,0,256,2,0.021410968,0.000083637,0.000002014,0.000126277,1
warmup,2,2,binomial,1,0,256,2,0.026835065,0.000104824,0.000001553,0.000167155,1
warmup,3,3,binomial,1,0,256,2,0.024132724,0.000094268,0.000001532,0.000159680,1
warmup,4,4,binomial,1,0,256,2,0.015459535,0.000060389,0.000002715,0.000105718,1
warmup,5,5,binomial,1,0,256,2,0.024386304,0.000095259,0.000002856,0.000183516,1
warmup,6,6,binomial,1,0,256,2,0.020418196,0.000079759,0.000004779,0.000151294,1
warmup,7,7,binomial,1,0,256,2,0.020652377,0.000080673,0.000000741,0.000169139,1
warmup,8,8,binomial,1,0,256,2,0.013528678,0.000052846,0.000000331,0.000118222,1
warmup,9,9,binomial,1,0,256,2,0.018775007,0.000073340,0.000001433,0.000123713,1
warmup,10,10,binomial,1,0,256,2,0.015149143,0.000059176,0.000001473,0.000113954,1
warmup,11,11,binomial,1,0,256,2,0.018379649,0.000071796,0.000001362,0.000121709,1
warmup,12,12,binomial,1,0,256,2,0.013100732,0.000051175,0.000001413,0.000107573,1
warmup,13,13,binomial,1,0,256,2,0.014839452,0.000057967,0.000000431,0.000101300,1
warmup,14,14,binomial,1,0,256,2,0.015096779,0.000058972,0.000004579,0.000110178,1
warmup,15,15,binomial,1,0,256,2,0.021647044,0.000084559,0.000001463,0.000161424,1
warmup,16,16,binomial,1,0,256,2,0.016037682,0.000062647,0.000004528,0.000125596,1
warmup,17,17,binomial,1,0,256,2,0.014725288,0.000057521,0.000000420,0.000093636,1
warmup,18,18,binomial,1,0,256,2,0.014545439,0.000056818,0.000003396,0.000111499,1
warmup,19,19,binomial,1,0,256,2,0.023255576,0.000090842,0.000001473,0.000151956,1
warmup,20,20,binomial,1,0,256,2,0.018586860,0.000072605,0.000004399,0.000130145,1
warmup,21,21,binomial,1,0,256,2,0.020045600,0.000078303,0.000001403,0.000128632,1
warmup,22,22,binomial,1,0,256,2,0.017860953,0.000069769,0.000004449,0.000124645,1
warmup,23,23,binomial,1,0,256,2,0.018314998,0.000071543,0.000000541,0.000115848,1
warmup,24,24,binomial,1,0,256,2,0.015741794,0.000061491,0.000004488,0.000110448,1
warmup,25,25,binomial,1,0,256,2,0.017729329,0.000069255,0.000001493,0.000111989,1
warmup,26,26,binomial,1,0,256,2,0.015871260,0.000061997,0.000004378,0.000114797,1
warmup,27,27,binomial,1,0,256,2,0.020211767,0.000078952,0.000001182,0.000130014,1
warmup,28,28,binomial,1,0,256,2,0.015894203,0.000062087,0.000004248,0.000109856,1
warmup,29,29,binomial,1,0,256,2,0.021694866,0.000084746,0.000001413,0.000147017,1
warmup,30,30,binomial,1,0,256,2,0.020739920,0.000081015,0.000004819,0.000145213,1
warmup,31,31,binomial,1,0,256,2,0.019542116,0.000076336,0.000001473,0.000132740,1
warmup,32,32,binomial,1,0,256,2,0.017064086,0.000066657,0.000004358,0.000136687,1
warmup,33,33,binomial,1,0,256,2,0.016677321,0.000065146,0.000001282,0.000104867,1
warmup,34,34,binomial,1,0,256,2,0.015751775,0.000061530,0.000004488,0.000107232,1
warmup,35,35,binomial,1,0,256,2,0.017984951,0.000070254,0.000001312,0.000107832,1
warmup,36,36,binomial,1,0,256,2,0.014487086,0.000056590,0.000004408,0.000109526,1
warmup,37,37,binomial,1,0,256,2,0.020178024,0.000078820,0.000002424,0.000138962,1
warmup,38,38,binomial,1,0,256,2,0.017032369,0.000066533,0.000004348,0.000119695,1
warmup,39,39,binomial,1,0,256,2,0.020126056,0.000078617,0.000001332,0.000135304,1
warmup,40,40,binomial,1,0,256,2,0.017733344,0.000069271,0.000002194,0.000126318,1
warmup,41,41,binomial,1,0,256,2,0.020018167,0.000078196,0.000001313,0.000120257,1
warmup,42,42,binomial,1,0,256,2,0.015602116,0.000060946,0.000004589,0.000113163,1
warmup,43,43,binomial,1,0,256,2,0.020071095,0.000078403,0.000001402,0.000120797,1
