requested_collective,requested_algorithm,internal_collective,internal_algorithm,nproc,dump_rank,count,raw_line
MPI_Bcast,tree,Bcast,MPIR_Bcast_intra_tree,1024,0,4900,      4900  MPIR_Bcast_intra_tree
