phase,phase_iteration,global_iteration,algorithm,cvar_value,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,binomial,1,0,128,2,0.146576457,0.001145129,0.000040316,0.002912102,1
warmup,1,1,binomial,1,0,128,2,0.008634969,0.000067461,0.000004198,0.000107021,1
warmup,2,2,binomial,1,0,128,2,0.007042897,0.000055023,0.000011051,0.000103534,1
warmup,3,3,binomial,1,0,128,2,0.009554355,0.000074643,0.000002615,0.000117020,1
warmup,4,4,binomial,1,0,128,2,0.006615949,0.000051687,0.000007885,0.000086412,1
warmup,5,5,binomial,1,0,128,2,0.010116142,0.000079032,0.000008686,0.000149981,1
warmup,6,6,binomial,1,0,128,2,0.007884318,0.000061596,0.000003306,0.000127759,1
warmup,7,7,binomial,1,0,128,2,0.009984651,0.000078005,0.000003727,0.000151204,1
warmup,8,8,binomial,1,0,128,2,0.007291197,0.000056962,0.000002876,0.000114305,1
warmup,9,9,binomial,1,0,128,2,0.007962929,0.000062210,0.000003877,0.000098555,1
warmup,10,10,binomial,1,0,128,2,0.005701146,0.000044540,0.000009177,0.000086372,1
warmup,11,11,binomial,1,0,128,2,0.008193987,0.000064016,0.000001543,0.000100489,1
warmup,12,12,binomial,1,0,128,2,0.005546954,0.000043336,0.000003847,0.000090180,1
warmup,13,13,binomial,1,0,128,2,0.008317220,0.000064978,0.000002846,0.000124324,1
warmup,14,14,binomial,1,0,128,2,0.006210575,0.000048520,0.000001563,0.000086773,1
warmup,15,15,binomial,1,0,128,2,0.008320199,0.000065002,0.000003877,0.000109645,1
warmup,16,16,binomial,1,0,128,2,0.006616270,0.000051690,0.000001453,0.000101981,1
warmup,17,17,binomial,1,0,128,2,0.009245379,0.000072230,0.000002605,0.000117501,1
warmup,18,18,binomial,1,0,128,2,0.005643005,0.000044086,0.000001974,0.000087504,1
warmup,19,19,binomial,1,0,128,2,0.008640330,0.000067503,0.000002454,0.000117340,1
warmup,20,20,binomial,1,0,128,2,0.006477403,0.000050605,0.000002715,0.000098965,1
warmup,21,21,binomial,1,0,128,2,0.008371770,0.000065404,0.000003767,0.000104305,1
warmup,22,22,binomial,1,0,128,2,0.006706069,0.000052391,0.000003717,0.000095339,1
warmup,23,23,binomial,1,0,128,2,0.007285783,0.000056920,0.000001462,0.000096331,1
warmup,24,24,binomial,1,0,128,2,0.006857520,0.000053574,0.000003416,0.000102622,1
warmup,25,25,binomial,1,0,128,2,0.009248631,0.000072255,0.000003496,0.000124133,1
warmup,26,26,binomial,1,0,128,2,0.006281420,0.000049074,0.000003527,0.000097683,1
warmup,27,27,binomial,1,0,128,2,0.010167846,0.000079436,0.000003998,0.000133570,1
warmup,28,28,binomial,1,0,128,2,0.006579345,0.000051401,0.000003396,0.000096561,1
warmup,29,29,binomial,1,0,128,2,0.009378909,0.000073273,0.000003657,0.000123853,1
warmup,30,30,binomial,1,0,128,2,0.006067336,0.000047401,0.000002414,0.000076374,1
warmup,31,31,binomial,1,0,128,2,0.009175713,0.000071685,0.000003576,0.000112301,1
warmup,32,32,binomial,1,0,128,2,0.006850279,0.000053518,0.000003466,0.000113884,1
warmup,33,33,binomial,1,0,128,2,0.009790503,0.000076488,0.000006632,0.000128571,1
warmup,34,34,binomial,1,0,128,2,0.006350404,0.000049613,0.000003647,0.000100819,1
warmup,35,35,binomial,1,0,128,2,0.009041772,0.000070639,0.000004488,0.000114275,1
warmup,36,36,binomial,1,0,128,2,0.006733840,0.000052608,0.000003606,0.000098465,1
warmup,37,37,binomial,1,0,128,2,0.008674407,0.000067769,0.000003677,0.000104907,1
warmup,38,38,binomial,1,0,128,2,0.005926042,0.000046297,0.000003527,0.000095550,1
warmup,39,39,binomial,1,0,128,2,0.008601479,0.000067199,0.000002495,0.000101110,1
warmup,40,40,binomial,1,0,128,2,0.006385422,0.000049886,0.000003707,0.000103985,1
warmup,41,41,binomial,1,0,128,2,0.008513713,0.000066513,0.000002565,0.000108915,1
warmup,42,42,binomial,1,0,128,2,0.006354311,0.000049643,0.000003697,0.000095620,1
warmup,43,43,binomial,1,0,128,2,0.008771359,0.000068526,0.000003807,0.000114515,1
warmup,44,44,binomial,1,0,128,2,0.006208131,0.000048501,0.000003386,0.000098344,1
warmup,45,45,binomial,1,0,128,2,0.008054164,0.000062923,0.000003576,0.000107111,1
warmup,46,46,binomial,1,0,128,2,0.006257764,0.000048889,0.000003577,0.000101481,1
warmup,47,47,binomial,1,0,128,2,0.009387038,0.000073336,0.000006372,0.000121287,1
warmup,48,48,binomial,1,0,128,2,0.006804991,0.000053164,0.000003607,0.000097303,1
warmup,49,49,binomial,1,0,128,2,0.008750688,0.000068365,0.000002906,0.000121629,1
warmup,50,50,binomial,1,0,128,2,0.006827100,0.000053337,0.000003577,0.000094968,1
warmup,51,51,binomial,1,0,128,2,0.008347657,0.000065216,0.000003617,0.000105668,1
warmup,52,52,binomial,1,0,128,2,0.009999233,0.000078119,0.000003937,0.000135164,1
warmup,53,53,binomial,1,0,128,2,0.008675466,0.000067777,0.000003617,0.000113473,1
warmup,54,54,binomial,1,0,128,2,0.006934841,0.000054178,0.000003456,0.000107492,1
warmup,55,55,binomial,1,0,128,2,0.009235073,0.000072149,0.000002595,0.000127820,1
warmup,56,56,binomial,1,0,128,2,0.007300065,0.000057032,0.000003456,0.000112121,1
warmup,57,57,binomial,1,0,128,2,0.008462574,0.000066114,0.000001292,0.000111098,1
warmup,58,58,binomial,1,0,128,2,0.007363475,0.000057527,0.000003436,0.000110337,1
warmup,59,59,binomial,1,0,128,2,0.009414941,0.000073554,0.000003727,0.000119835,1
warmup,60,60,binomial,1,0,128,2,0.006170996,0.000048211,0.000003507,0.000092764,1
warmup,61,61,binomial,1,0,128,2,0.008748534,0.000068348,0.000003627,0.000105478,1
warmup,62,62,binomial,1,0,128,2,0.007016006,0.000054813,0.000003476,0.000105999,1
warmup,63,63,binomial,1,0,128,2,0.008273180,0.000064634,0.000002585,0.000130274,1
warmup,64,64,binomial,1,0,128,2,0.006026558,0.000047082,0.000003807,0.000097783,1
warmup,65,65,binomial,1,0,128,2,0.008108503,0.000063348,0.000001443,0.000102402,1
warmup,66,66,binomial,1,0,128,2,0.006895532,0.000053871,0.000003416,0.000102713,1
warmup,67,67,binomial,1,0,128,2,0.009007466,0.000070371,0.000003556,0.000125947,1
warmup,68,68,binomial,1,0,128,2,0.006767914,0.000052874,0.000003387,0.000101981,1
warmup,69,69,binomial,1,0,128,2,0.009613222,0.000075103,0.000003777,0.000131797,1
warmup,70,70,binomial,1,0,128,2,0.007838263,0.000061236,0.000003667,0.000123532,1
warmup,71,71,binomial,1,0,128,2,0.008772338,0.000068534,0.000002214,0.000118813,1
warmup,72,72,binomial,1,0,128,2,0.005936225,0.000046377,0.000003586,0.000088837,1
warmup,73,73,binomial,1,0,128,2,0.008087361,0.000063183,0.000002445,0.000111800,1
warmup,74,74,binomial,1,0,128,2,0.006160562,0.000048129,0.000003466,0.000098815,1
warmup,75,75,binomial,1,0,128,2,0.008917799,0.000069670,0.000001242,0.000118482,1
warmup,76,76,binomial,1,0,128,2,0.007733264,0.000060416,0.000003546,0.000112511,1
warmup,77,77,binomial,1,0,128,2,0.008688373,0.000067878,0.000002365,0.000112010,1
warmup,78,78,binomial,1,0,128,2,0.006455916,0.000050437,0.000001473,0.000090650,1
warmup,79,79,binomial,1,0,128,2,0.008615303,0.000067307,0.000002605,0.000113554,1
warmup,80,80,binomial,1,0,128,2,0.006168577,0.000048192,0.000003657,0.000088906,1
warmup,81,81,binomial,1,0,128,2,0.009821672,0.000076732,0.000003596,0.000125606,1
warmup,82,82,binomial,1,0,128,2,0.007542869,0.000058929,0.000003617,0.000120937,1
warmup,83,83,binomial,1,0,128,2,0.008993413,0.000070261,0.000003757,0.000119775,1
warmup,84,84,binomial,1,0,128,2,0.006685156,0.000052228,0.000003567,0.000094858,1
warmup,85,85,binomial,1,0,128,2,0.009556799,0.000074662,0.000003647,0.000122631,1
warmup,86,86,binomial,1,0,128,2,0.005202061,0.000040641,0.000003676,0.000079499,1
warmup,87,87,binomial,1,0,128,2,0.008563829,0.000066905,0.000003547,0.000119314,1
warmup,88,88,binomial,1,0,128,2,0.007209587,0.000056325,0.000003486,0.000099417,1
warmup,89,89,binomial,1,0,128,2,0.008842844,0.000069085,0.000003437,0.000111450,1
warmup,90,90,binomial,1,0,128,2,0.009254987,0.000072305,0.000003547,0.000134102,1
warmup,91,91,binomial,1,0,128,2,0.009550780,0.000074615,0.000003857,0.000128161,1
warmup,92,92,binomial,1,0,128,2,0.006464388,0.000050503,0.000003506,0.000103925,1
warmup,93,93,binomial,1,0,128,2,0.009245657,0.000072232,0.000003627,0.000117190,1
warmup,94,94,binomial,1,0,128,2,0.007351978,0.000057437,0.000003447,0.000113924,1
warmup,95,95,binomial,1,0,128,2,0.009105546,0.000071137,0.000003557,0.000112832,1
warmup,96,96,binomial,1,0,128,2,0.007647392,0.000059745,0.000003577,0.000119334,1
warmup,97,97,binomial,1,0,128,2,0.008900384,0.000069534,0.000002584,0.000112532,1
warmup,98,98,binomial,1,0,128,2,0.006834015,0.000053391,0.000003447,0.000107482,1
warmup,99,99,binomial,1,0,128,2,0.009238957,0.000072179,0.000002355,0.000121609,1
actual,0,100,binomial,1,0,128,2,0.006635538,0.000051840,0.000003436,0.000104536,1
actual,1,101,binomial,1,0,128,2,0.008794639,0.000068708,0.000002545,0.000114325,1
actual,2,102,binomial,1,0,128,2,0.007246706,0.000056615,0.000003477,0.000115737,1
actual,3,103,binomial,1,0,128,2,0.007642634,0.000059708,0.000002645,0.000104086,1
actual,4,104,binomial,1,0,128,2,0.007516183,0.000058720,0.000003707,0.000104265,1
actual,5,105,binomial,1,0,128,2,0.009064595,0.000070817,0.000002454,0.000119063,1
actual,6,106,binomial,1,0,128,2,0.007005840,0.000054733,0.000003487,0.000098515,1
actual,7,107,binomial,1,0,128,2,0.009485374,0.000074104,0.000002675,0.000130295,1
actual,8,108,binomial,1,0,128,2,0.006740266,0.000052658,0.000003466,0.000097804,1
actual,9,109,binomial,1,0,128,2,0.007718751,0.000060303,0.000003818,0.000102743,1
actual,10,110,binomial,1,0,128,2,0.006111240,0.000047744,0.000003537,0.000097894,1
actual,11,111,binomial,1,0,128,2,0.008797586,0.000068731,0.000002555,0.000116720,1
actual,12,112,binomial,1,0,128,2,0.006339242,0.000049525,0.000003566,0.000089337,1
actual,13,113,binomial,1,0,128,2,0.009281472,0.000072511,0.000002625,0.000125866,1
actual,14,114,binomial,1,0,128,2,0.006957633,0.000054357,0.000003516,0.000103795,1
actual,15,115,binomial,1,0,128,2,0.008300712,0.000064849,0.000002425,0.000115998,1
actual,16,116,binomial,1,0,128,2,0.005352569,0.000041817,0.000003707,0.000087575,1
actual,17,117,binomial,1,0,128,2,0.008419982,0.000065781,0.000002434,0.000106370,1
actual,18,118,binomial,1,0,128,2,0.008264804,0.000064569,0.000003657,0.000117621,1
actual,19,119,binomial,1,0,128,2,0.009359418,0.000073120,0.000002705,0.000126768,1
actual,20,120,binomial,1,0,128,2,0.006702467,0.000052363,0.000003707,0.000098325,1
actual,21,121,binomial,1,0,128,2,0.008655957,0.000067625,0.000003436,0.000115186,1
actual,22,122,binomial,1,0,128,2,0.006842562,0.000053458,0.000003597,0.000096140,1
actual,23,123,binomial,1,0,128,2,0.008616181,0.000067314,0.000002354,0.000110207,1
actual,24,124,binomial,1,0,128,2,0.006476365,0.000050597,0.000003636,0.000090811,1
actual,25,125,binomial,1,0,128,2,0.008703141,0.000067993,0.000003667,0.000119404,1
actual,26,126,binomial,1,0,128,2,0.006689202,0.000052259,0.000003617,0.000102192,1
actual,27,127,binomial,1,0,128,2,0.009758994,0.000076242,0.000003477,0.000136236,1
actual,28,128,binomial,1,0,128,2,0.006101992,0.000047672,0.000003487,0.000087254,1
actual,29,129,binomial,1,0,128,2,0.009337877,0.000072952,0.000002575,0.000120005,1
actual,30,130,binomial,1,0,128,2,0.006920048,0.000054063,0.000003577,0.000102633,1
actual,31,131,binomial,1,0,128,2,0.008497806,0.000066389,0.000003587,0.000113743,1
actual,32,132,binomial,1,0,128,2,0.007788198,0.000060845,0.000003557,0.000112572,1
actual,33,133,binomial,1,0,128,2,0.009153344,0.000071510,0.000003537,0.000118964,1
actual,34,134,binomial,1,0,128,2,0.006918359,0.000054050,0.000003647,0.000101831,1
actual,35,135,binomial,1,0,128,2,0.008737400,0.000068261,0.000002665,0.000123652,1
actual,36,136,binomial,1,0,128,2,0.007055354,0.000055120,0.000003557,0.000107211,1
actual,37,137,binomial,1,0,128,2,0.008988754,0.000070225,0.000002555,0.000123622,1
actual,38,138,binomial,1,0,128,2,0.006630484,0.000051801,0.000003597,0.000098074,1
actual,39,139,binomial,1,0,128,2,0.009319593,0.000072809,0.000003707,0.000124654,1
actual,40,140,binomial,1,0,128,2,0.007406722,0.000057865,0.000003606,0.000105528,1
actual,41,141,binomial,1,0,128,2,0.010856376,0.000084815,0.000003838,0.000131537,1
actual,42,142,binomial,1,0,128,2,0.006900768,0.000053912,0.000003697,0.000105297,1
actual,43,143,binomial,1,0,128,2,0.009333068,0.000072915,0.000003667,0.000120125,1
actual,44,144,binomial,1,0,128,2,0.006487463,0.000050683,0.000002485,0.000096201,1
actual,45,145,binomial,1,0,128,2,0.008935452,0.000069808,0.000002624,0.000127810,1
actual,46,146,binomial,1,0,128,2,0.007921544,0.000061887,0.000003607,0.000116178,1
actual,47,147,binomial,1,0,128,2,0.008013894,0.000062609,0.000002605,0.000115066,1
actual,48,148,binomial,1,0,128,2,0.007451239,0.000058213,0.000003567,0.000115627,1
actual,49,149,binomial,1,0,128,2,0.008606056,0.000067235,0.000002515,0.000113833,1
actual,50,150,binomial,1,0,128,2,0.005859956,0.000045781,0.000003497,0.000097102,1
actual,51,151,binomial,1,0,128,2,0.008906280,0.000069580,0.000003657,0.000123342,1
actual,52,152,binomial,1,0,128,2,0.006337627,0.000049513,0.000003556,0.000098064,1
actual,53,153,binomial,1,0,128,2,0.008715022,0.000068086,0.000002385,0.000112511,1
actual,54,154,binomial,1,0,128,2,0.005886171,0.000045986,0.000003647,0.000086592,1
actual,55,155,binomial,1,0,128,2,0.008960311,0.000070002,0.000002515,0.000124294,1
actual,56,156,binomial,1,0,128,2,0.006647879,0.000051937,0.000003487,0.000096731,1
actual,57,157,binomial,1,0,128,2,0.008781093,0.000068602,0.000002665,0.000114715,1
actual,58,158,binomial,1,0,128,2,0.007806526,0.000060988,0.000003577,0.000117471,1
actual,59,159,binomial,1,0,128,2,0.009496962,0.000074195,0.000002414,0.000136105,1
actual,60,160,binomial,1,0,128,2,0.008297269,0.000064822,0.000003547,0.000124784,1
actual,61,161,binomial,1,0,128,2,0.009055979,0.000070750,0.000003647,0.000115436,1
actual,62,162,binomial,1,0,128,2,0.006968235,0.000054439,0.000003537,0.000107852,1
actual,63,163,binomial,1,0,128,2,0.009495158,0.000074181,0.000003507,0.000121659,1
actual,64,164,binomial,1,0,128,2,0.006691929,0.000052281,0.000003446,0.000091000,1
actual,65,165,binomial,1,0,128,2,0.007697862,0.000060140,0.000002755,0.000099907,1
actual,66,166,binomial,1,0,128,2,0.007048569,0.000055067,0.000003427,0.000099677,1
actual,67,167,binomial,1,0,128,2,0.009076721,0.000070912,0.000001543,0.000123141,1
actual,68,168,binomial,1,0,128,2,0.007050848,0.000055085,0.000003677,0.000102122,1
actual,69,169,binomial,1,0,128,2,0.009257238,0.000072322,0.000002314,0.000122019,1
actual,70,170,binomial,1,0,128,2,0.007733537,0.000060418,0.000003507,0.000118092,1
actual,71,171,binomial,1,0,128,2,0.008608582,0.000067255,0.000001483,0.000113493,1
actual,72,172,binomial,1,0,128,2,0.006064776,0.000047381,0.000003627,0.000085631,1
actual,73,173,binomial,1,0,128,2,0.009194475,0.000071832,0.000003427,0.000125836,1
actual,74,174,binomial,1,0,128,2,0.007096848,0.000055444,0.000003506,0.000105929,1
actual,75,175,binomial,1,0,128,2,0.007807724,0.000060998,0.000002825,0.000101270,1
actual,76,176,binomial,1,0,128,2,0.007427947,0.000058031,0.000003576,0.000111058,1
actual,77,177,binomial,1,0,128,2,0.009046236,0.000070674,0.000002534,0.000118983,1
actual,78,178,binomial,1,0,128,2,0.007367103,0.000057555,0.000003577,0.000109375,1
actual,79,179,binomial,1,0,128,2,0.011752005,0.000091813,0.000003687,0.000148528,1
actual,80,180,binomial,1,0,128,2,0.006840147,0.000053439,0.000003496,0.000104025,1
actual,81,181,binomial,1,0,128,2,0.008112925,0.000063382,0.000001272,0.000090720,1
actual,82,182,binomial,1,0,128,2,0.007064146,0.000055189,0.000003587,0.000104686,1
actual,83,183,binomial,1,0,128,2,0.009731713,0.000076029,0.000002335,0.000131477,1
actual,84,184,binomial,1,0,128,2,0.007515747,0.000058717,0.000003627,0.000109245,1
actual,85,185,binomial,1,0,128,2,0.007954910,0.000062148,0.000001553,0.000109676,1
actual,86,186,binomial,1,0,128,2,0.005507691,0.000043029,0.000003396,0.000084879,1
actual,87,187,binomial,1,0,128,2,0.009106096,0.000071141,0.000002564,0.000126508,1
actual,88,188,binomial,1,0,128,2,0.007460345,0.000058284,0.000003507,0.000110046,1
actual,89,189,binomial,1,0,128,2,0.009074936,0.000070898,0.000002755,0.000122380,1
actual,90,190,binomial,1,0,128,2,0.006584969,0.000051445,0.000003477,0.000089558,1
actual,91,191,binomial,1,0,128,2,0.009092647,0.000071036,0.000001493,0.000117691,1
actual,92,192,binomial,1,0,128,2,0.005309945,0.000041484,0.000003797,0.000077115,1
actual,93,193,binomial,1,0,128,2,0.008660986,0.000067664,0.000002465,0.000114775,1
actual,94,194,binomial,1,0,128,2,0.006198429,0.000048425,0.000003677,0.000102002,1
actual,95,195,binomial,1,0,128,2,0.009249231,0.000072260,0.000003707,0.000126898,1
actual,96,196,binomial,1,0,128,2,0.006454178,0.000050423,0.000003707,0.000087324,1
actual,97,197,binomial,1,0,128,2,0.009462272,0.000073924,0.000002585,0.000138910,1
actual,98,198,binomial,1,0,128,2,0.007296388,0.000057003,0.000003456,0.000102692,1
actual,99,199,binomial,1,0,128,2,0.008158494,0.000063738,0.000003596,0.000093886,1
warmup,0,0,binomial,1,0,128,4,0.007291979,0.000056969,0.000003547,0.000104236,1
warmup,1,1,binomial,1,0,128,4,0.009346896,0.000073023,0.000002565,0.000122881,1
warmup,2,2,binomial,1,0,128,4,0.007539380,0.000058901,0.000003617,0.000108524,1
warmup,3,3,binomial,1,0,128,4,0.008873750,0.000069326,0.000002295,0.000105248,1
warmup,4,4,binomial,1,0,128,4,0.006894761,0.000053865,0.000003647,0.000101511,1
warmup,5,5,binomial,1,0,128,4,0.008760519,0.000068442,0.000001453,0.000120155,1
warmup,6,6,binomial,1,0,128,4,0.006983467,0.000054558,0.000003436,0.000098365,1
warmup,7,7,binomial,1,0,128,4,0.009038348,0.000070612,0.000002685,0.000115627,1
warmup,8,8,binomial,1,0,128,4,0.005046086,0.000039423,0.000003677,0.000075732,1
warmup,9,9,binomial,1,0,128,4,0.008688150,0.000067876,0.000002435,0.000110507,1
