partition,ppn,nproc,estimated_nodes,last_node_ranks,message_size_bytes,optimal_algorithm,optimal_predicted_time_sec,predicted_time_sec__binomial,predicted_time_sec__circ_graph,predicted_time_sec__nb,predicted_time_sec__pipelined_tree,predicted_time_sec__release_gather,predicted_time_sec__scatter_recursive_doubling_allgather,predicted_time_sec__scatter_ring_allgather,predicted_time_sec__tree
single_node,4,4,1,4,64,release_gather,8.522847564624451e-07,3.0568475396692173e-06,1.6853849608533339e-06,4.615618115030779e-06,3.8931908794463354e-06,8.522847564624451e-07,8.512747690674058e-06,9.462524389275245e-06,3.8053804702083994e-06
single_node,4,4,1,4,96,release_gather,8.519754053384795e-07,3.0723526219074446e-06,1.689112540213298e-06,4.619081937823878e-06,3.927905463842517e-06,8.519754053384795e-07,8.578143133415127e-06,9.482806257500062e-06,3.833535517509503e-06
single_node,4,4,1,4,128,release_gather,8.5554245595964e-07,3.0947238671636257e-06,1.695769448670648e-06,4.644250268521284e-06,3.937493493435767e-06,8.5554245595964e-07,8.594212753798956e-06,9.494233373799487e-06,3.843392005615985e-06
single_node,4,4,1,4,192,release_gather,8.600449110906068e-07,3.1692411549115503e-06,1.7441559923633858e-06,4.735162408754483e-06,3.966225366825285e-06,8.600449110906068e-07,8.620221705172733e-06,9.57538080182084e-06,3.897544572513426e-06
single_node,4,4,1,4,256,release_gather,8.607629689059072e-07,3.180907359687305e-06,1.8201333684844938e-06,4.7318454154782435e-06,3.983420590866673e-06,8.607629689059072e-07,8.683317942453374e-06,9.60750772482224e-06,3.918205484091167e-06
single_node,4,4,1,4,384,release_gather,8.902196381517623e-07,3.2315147620091084e-06,1.9923100137481658e-06,4.651083974397743e-06,4.062044005062975e-06,8.902196381517623e-07,8.730650447231742e-06,9.71831936320295e-06,4.012486726211916e-06
single_node,4,4,1,4,512,release_gather,9.263683931063771e-07,3.267467337611122e-06,2.158005208798252e-06,4.6326113123122975e-06,4.096955109372708e-06,9.263683931063771e-07,8.754605072621738e-06,9.789561232328597e-06,4.05337083445025e-06
single_node,4,4,1,4,768,release_gather,9.918462394353418e-07,3.273439498210599e-06,2.294966254590768e-06,4.64364179844057e-06,4.10794783292205e-06,9.918462394353418e-07,8.847293656686585e-06,9.97244614961563e-06,4.064086609920027e-06
single_node,4,4,1,4,1024,release_gather,1.2227308453703312e-06,3.3262728284326605e-06,2.3532071605687304e-06,4.689687184309367e-06,4.143550651024504e-06,1.2227308453703312e-06,8.971563035924427e-06,1.0086663187629709e-05,4.107931694687742e-06
single_node,4,4,1,4,1536,release_gather,1.3892957966683784e-06,4.0681801497546845e-06,2.512210466387467e-06,5.252695606786741e-06,4.61299174216079e-06,1.3892957966683784e-06,9.235008828714182e-06,1.056712422386466e-05,4.591701808638369e-06
single_node,4,4,1,4,2048,release_gather,1.4924364451451654e-06,5.068204274311858e-06,2.69339158985524e-06,5.9749903827981494e-06,5.2146609479104614e-06,1.4924364451451654e-06,9.463169563945263e-06,1.0734969390875671e-05,5.226773882807626e-06
single_node,4,4,1,4,3072,release_gather,2.1421621477109656e-06,5.219299259473124e-06,3.2881173570854627e-06,6.062170235210182e-06,5.311865265019719e-06,2.1421621477109656e-06,9.791643062684493e-06,1.0768883115025968e-05,5.3282197029367055e-06
single_node,4,4,1,4,4096,release_gather,2.3097169300877677e-06,5.318454903912053e-06,3.5329212187457263e-06,6.174502253206714e-06,5.425182740404834e-06,2.3097169300877677e-06,9.781852269996933e-06,1.0768883115025968e-05,5.441886065863886e-06
single_node,4,4,1,4,6144,release_gather,2.5942041398546575e-06,5.480284205271402e-06,4.172717399482556e-06,6.355372303238276e-06,5.5998751251166684e-06,2.5942041398546575e-06,9.801898816293186e-06,1.0768883115025968e-05,5.607149262329079e-06
single_node,4,4,1,4,8192,release_gather,5.704380550314413e-06,1.2429162742456366e-05,1.1330769338663307e-05,1.2494511593601486e-05,1.2475720843131742e-05,5.704380550314413e-06,1.1898824531178835e-05,1.2033521116823206e-05,1.247031127589987e-05
single_node,4,4,1,4,12288,release_gather,6.348525118715734e-06,1.2806790954370728e-05,1.2739607993384872e-05,1.2819813342171301e-05,1.2825374521891664e-05,6.348525118715734e-06,1.2745157060238242e-05,1.2726948944763354e-05,1.2819813342171301e-05
single_node,4,4,1,4,16384,release_gather,7.691764193335485e-06,1.5785699370811503e-05,1.580887221037502e-05,1.5802300254058936e-05,1.5814625318798127e-05,7.691764193335485e-06,1.584385285761405e-05,1.5865821221425275e-05,1.579089060682689e-05
single_node,4,4,1,4,24576,release_gather,1.030215714457602e-05,1.9286618712909168e-05,1.9333289208003756e-05,1.932525210513962e-05,1.934032490969767e-05,1.030215714457602e-05,1.9350454179492405e-05,1.943112666509042e-05,1.931129880051653e-05
single_node,4,4,1,4,32768,release_gather,1.2919731776762439e-05,2.3809648219835852e-05,2.3809278767551915e-05,2.3994392564285208e-05,2.4096452694851827e-05,1.2919731776762439e-05,2.4010925323943142e-05,2.4252535072937974e-05,2.3928152198924357e-05
single_node,4,4,1,4,49152,release_gather,2.0785306216976883e-05,3.0480338099894862e-05,3.0367567868476962e-05,3.0636540658671014e-05,3.069472453520781e-05,2.0785306216976883e-05,3.059888096718096e-05,3.081389766017103e-05,3.061082567365925e-05
single_node,4,4,1,4,65536,release_gather,2.427215020468849e-05,3.272915254513723e-05,3.256618218524266e-05,3.289674199972751e-05,3.330337064781891e-05,2.427215020468849e-05,3.283518061191463e-05,3.2847998289626175e-05,3.2847998289626175e-05
single_node,4,4,1,4,98304,release_gather,3.638164778444591e-05,4.8203689167119164e-05,4.8203689167119164e-05,4.8203689167119164e-05,5.444106891275072e-05,3.638164778444591e-05,4.8203689167119164e-05,4.8203689167119164e-05,4.8203689167119164e-05
single_node,4,4,1,4,131072,release_gather,4.4853179702463046e-05,5.8595934235455114e-05,5.8595934235455114e-05,5.8595934235455114e-05,6.689798785709282e-05,4.4853179702463046e-05,5.855095014136727e-05,5.8595934235455114e-05,5.8595934235455114e-05
single_node,4,4,1,4,196608,release_gather,7.056590928936631e-05,8.227751240595191e-05,8.227751240595191e-05,8.227751240595191e-05,9.580485468815363e-05,7.056590928936631e-05,8.221434796617166e-05,8.227751240595191e-05,8.227751240595191e-05
single_node,4,4,1,4,262144,release_gather,8.973829856177899e-05,9.196933438691639e-05,9.183683567304614e-05,9.19930598008486e-05,0.00012612239623839162,8.973829856177899e-05,9.19930598008486e-05,9.19930598008486e-05,9.19930598008486e-05
single_node,4,4,1,4,393216,release_gather,0.00012137390375106763,0.0001235969786086106,0.0001228415554190984,0.00012362886303506434,0.0001858330413158706,0.00012137390375106763,0.00012362886303506434,0.00012362886303506434,0.00012563607485523888
single_node,4,4,1,4,524288,release_gather,0.00017343079505324213,0.00017868543804017866,0.00017619079409078738,0.00017868543804017866,0.00031459446097127907,0.00017343079505324213,0.00017868543804017866,0.00017933583459463898,0.00018348782620005913
single_node,4,4,1,4,786432,release_gather,0.0002509548199049876,0.0002653346444422975,0.0002511755471747366,0.00026275397124198957,0.0006470504717307788,0.0002509548199049876,0.0002655658962805186,0.0002661450275568045,0.00027762559991279364
single_node,4,4,1,4,1048576,circ_graph,0.0003100056954388288,0.0003380665398982344,0.0003100056954388288,0.0003341318826734555,0.0009370061382456661,0.00032139067277680357,0.0003362394324740795,0.0003356700596860025,0.0003451277108817927
single_node,4,4,1,4,1572864,circ_graph,0.00044995126127587125,0.0004880104392274528,0.00044995126127587125,0.00047936491747779526,0.0014547270959255824,0.0004704405298132732,0.00048030177820574364,0.0004786042552857457,0.0005027340441762759
single_node,4,4,1,4,2097152,circ_graph,0.0005466583575864442,0.000587111988837638,0.0005466583575864442,0.0005793682278704195,0.0017144453036157044,0.0005695463405064775,0.0005807399113363266,0.0005769029472953521,0.0006078140780436112
single_node,4,4,1,4,3145728,circ_graph,0.0007901345670645431,0.000859964239266302,0.0007901345670645431,0.0008599258394235679,0.003220186989440488,0.0008533409273480648,0.0008566470374751048,0.0008590622225100464,0.0009606034377006994
single_node,4,4,1,4,4194304,circ_graph,0.0009327358426266941,0.0010370724750020858,0.0009327358426266941,0.0010358586237061173,0.0047345506437439944,0.0010276512659097637,0.0010363528493582636,0.0010359846893626473,0.0011584191508087933
single_node,4,4,1,4,6291456,circ_graph,0.0013512838131649013,0.0014182732728940913,0.0013512838131649013,0.0014182732728940913,0.00756802229901954,0.0014182732728940913,0.0014202972759985873,0.001412457131289553,0.0014883049854684208
single_node,4,4,1,4,8388608,circ_graph,0.0019032070167842683,0.0019513546830621572,0.0019032070167842683,0.0019513546830621572,0.010631632515178997,0.0019513546830621572,0.0019482077519883878,0.0019433524486731461,0.0020164385959140487
single_node,4,4,1,4,12582912,circ_graph,0.0027473977047905015,0.0027512476448698017,0.0027473977047905015,0.0027596085538228836,0.017688403049254797,0.0027573416806422587,0.002755061094485984,0.002755948776496585,0.0028035671542771972
single_node,4,4,1,4,16777216,binomial,0.0037787944063007407,0.0037787944063007407,0.003784854317795523,0.003792785423548306,0.02113364109037017,0.003802736299895832,0.0037932101176932228,0.003788272962647922,0.0038667777740379306
single_node,4,4,1,4,25165824,circ_graph,0.005449581835808248,0.005580980810201784,0.005449581835808248,0.005674729623181199,0.02458331268178932,0.005669787041782295,0.0056309184944382034,0.005573173863879615,0.005707770706981349
single_node,4,4,1,4,33554432,circ_graph,0.007071612982126369,0.007361060337516607,0.007071612982126369,0.0074561709732636015,0.025166091842952557,0.007436856354853259,0.007417187753208162,0.00737383912804066,0.007453541864945682
single_node,8,4,1,4,2,release_gather,8.428357261840037e-07,4.103205571491458e-06,1.7777358581528155e-06,5.083857447313454e-06,3.872944697026064e-06,8.428357261840037e-07,8.346402891315136e-06,1.160606358109909e-05,3.925250431868921e-06
single_node,8,4,1,4,3,release_gather,8.428357261840037e-07,4.103205571491458e-06,1.7777358581528155e-06,5.083857447313454e-06,3.872944697026064e-06,8.428357261840037e-07,8.346402891315136e-06,1.160606358109909e-05,3.925250431868921e-06
single_node,8,4,1,4,4,release_gather,8.424163423685261e-07,4.103205571491458e-06,1.7777358581528155e-06,5.083857447313454e-06,3.872944697026064e-06,8.424163423685261e-07,8.352385557535304e-06,1.160606358109909e-05,3.925250431868921e-06
single_node,8,4,1,4,6,release_gather,8.438224871884313e-07,4.05754775515245e-06,1.7781075575332208e-06,5.07911783212173e-06,3.8637965726427405e-06,8.438224871884313e-07,8.585371647866426e-06,1.1633392458080748e-05,3.895794446434717e-06
single_node,8,4,1,4,8,release_gather,8.444248186047737e-07,3.915738296435587e-06,1.778007526376983e-06,5.079331379503543e-06,3.8694615376996514e-06,8.444248186047737e-07,9.054862763039388e-06,1.1633392458080748e-05,3.886794560716187e-06
single_node,8,4,1,4,12,release_gather,8.454230878941806e-07,3.776016538491194e-06,1.784595697951723e-06,5.088301370542821e-06,3.92541556970343e-06,8.454230878941806e-07,9.401909269395e-06,1.2138358457549457e-05,3.924248211832299e-06
single_node,8,4,1,4,16,release_gather,8.466319035719507e-07,3.759466491313751e-06,1.7988365697077757e-06,5.09349135170666e-06,4.12322232958492e-06,8.466319035719507e-07,9.553189576241408e-06,1.2240831674716974e-05,4.06673341686541e-06
single_node,8,4,1,4,24,release_gather,8.484470940990059e-07,3.7250840834119817e-06,1.8163069317473445e-06,5.105867412117821e-06,4.199375767738784e-06,8.484470940990059e-07,9.69881221471968e-06,1.2519159935516574e-05,4.127521161493465e-06
single_node,8,4,1,4,32,release_gather,8.513400295571821e-07,3.712748322081906e-06,1.8531388942709594e-06,5.115131043908622e-06,4.2110503856504105e-06,8.513400295571821e-07,9.731247417861319e-06,1.266142547950321e-05,4.144099626234002e-06
single_node,8,4,1,4,48,release_gather,8.535715143457176e-07,3.7114939943922427e-06,1.9951155370739766e-06,5.151814538087293e-06,4.2596307592732885e-06,8.535715143457176e-07,9.760181367402623e-06,1.2899321883319321e-05,4.210679650373025e-06
single_node,8,4,1,4,64,release_gather,8.54818343747137e-07,3.7194857661610205e-06,2.057375301489225e-06,5.279737402801652e-06,4.295365836700363e-06,8.54818343747137e-07,9.777823739159847e-06,1.2981176406250904e-05,4.258274942720882e-06
single_node,8,4,1,4,96,release_gather,8.576533776443364e-07,3.73524628028192e-06,2.07251819747678e-06,5.281765252663217e-06,4.319282398809159e-06,8.576533776443364e-07,9.82615638103691e-06,1.3022727461122762e-05,4.285606541774112e-06
single_node,8,4,1,4,128,release_gather,8.613719005111564e-07,3.7758463742817793e-06,2.0769058245392046e-06,5.29386905130417e-06,4.3399113279213015e-06,8.613719005111564e-07,9.841586306890819e-06,1.3035350020050204e-05,4.293000990177033e-06
single_node,8,4,1,4,192,release_gather,8.665702230982719e-07,3.83685886271629e-06,2.1273597574585758e-06,5.363125519094394e-06,4.354783589121991e-06,8.665702230982719e-07,9.873898540630347e-06,1.312246884665505e-05,4.3240613994476816e-06
single_node,8,4,1,4,256,release_gather,8.675002609267779e-07,3.8458259388274465e-06,2.198129034212677e-06,5.371743814178995e-06,4.368085896378273e-06,8.675002609267779e-07,9.917600558878688e-06,1.3160969344196905e-05,4.338593703617882e-06
single_node,8,4,1,4,384,release_gather,9.017751008187524e-07,3.912130398360319e-06,2.3360907969541365e-06,5.336175830735721e-06,4.461451003573023e-06,9.017751008187524e-07,1.000362021756655e-05,1.3313190866206859e-05,4.43750052234368e-06
single_node,8,4,1,4,512,release_gather,9.492084980537682e-07,3.9557394524099416e-06,2.5501383667948943e-06,5.325828437582042e-06,4.496795826979384e-06,9.492084980537682e-07,1.0043898001582219e-05,1.3401294242103989e-05,4.471354810433113e-06
single_node,8,4,1,4,768,release_gather,1.0144329054929277e-06,3.996490067003379e-06,2.6962519151563556e-06,5.332946993768876e-06,4.548794244464813e-06,1.0144329054929277e-06,1.0189036732051445e-05,1.3587006584020684e-05,4.520472396270536e-06
single_node,8,4,1,4,1024,release_gather,1.2462290003995357e-06,4.060896260009524e-06,2.7924287979106653e-06,5.369086587892665e-06,4.609068905971027e-06,1.2462290003995357e-06,1.0379142843365298e-05,1.3743625335354945e-05,4.5873936978452565e-06
single_node,8,4,1,4,1536,release_gather,1.404065740289822e-06,5.113481075449787e-06,2.987985250449983e-06,6.033945879139647e-06,5.488228673050608e-06,1.404065740289822e-06,1.1310931616463273e-05,1.4236415461900604e-05,5.477136865249557e-06
single_node,8,4,1,4,2048,release_gather,1.5049380927086027e-06,5.935553912357886e-06,3.1568770205453773e-06,6.6306652995803416e-06,6.005114912760379e-06,1.5049380927086027e-06,1.1567526902471814e-05,1.445150024252226e-05,6.013096009688724e-06
single_node,8,4,1,4,3072,release_gather,2.145215623173493e-06,6.194346854862657e-06,3.864047493839693e-06,6.93495527097326e-06,6.259579797103725e-06,2.145215623173493e-06,1.1772905650736583e-05,1.4471911758814726e-05,6.272626571021333e-06
single_node,8,4,1,4,4096,release_gather,2.316278404987593e-06,6.382693646703116e-06,4.214776784562457e-06,7.12759919766083e-06,6.464689913482292e-06,2.316278404987593e-06,1.1773644268462706e-05,1.4471911758814726e-05,6.478164196178947e-06
single_node,8,4,1,4,6144,release_gather,2.601573789843766e-06,6.580080194615197e-06,4.943031026749331e-06,7.358225305531279e-06,6.6950145711190275e-06,2.601573789843766e-06,1.1809989991538539e-05,1.4471911758814726e-05,6.698650856859735e-06
single_node,8,4,1,4,8192,release_gather,5.69948817701155e-06,1.4848684432787636e-05,1.3539909065232469e-05,1.4956576970994148e-05,1.4934083470256765e-05,5.69948817701155e-06,1.4488613719802083e-05,1.49037895744125e-05,1.4927607938334071e-05
single_node,8,4,1,4,12288,release_gather,6.336404291563253e-06,1.5873541871047834e-05,1.5708348164290353e-05,1.592142905677519e-05,1.5928335704011523e-05,6.336404291563253e-06,1.578753328062416e-05,1.6056543080850673e-05,1.592142905677519e-05
single_node,8,4,1,4,16384,release_gather,7.694841143436725e-06,1.9288070100221674e-05,1.927993673500767e-05,1.9308354218921805e-05,1.9308354218921805e-05,7.694841143436725e-06,1.9317678611625482e-05,1.9681477674276e-05,1.9271043215703218e-05
single_node,8,4,1,4,24576,release_gather,1.0306830685666132e-05,2.241887338101994e-05,2.2408870280067486e-05,2.2463781052063047e-05,2.2463781052063047e-05,1.0306830685666132e-05,2.2493076084140154e-05,2.2791699858754705e-05,2.2405544138309934e-05
single_node,8,4,1,4,32768,release_gather,1.2985777899603878e-05,2.7807750696830114e-05,2.787566709782235e-05,2.797205344763465e-05,2.8069139922326735e-05,1.2985777899603878e-05,2.8002253729780344e-05,2.8264600995623818e-05,2.7894832112053935e-05
single_node,8,4,1,4,49152,release_gather,2.0783987524164368e-05,3.485347076243093e-05,3.4933296399423186e-05,3.510161696743518e-05,3.516828076510834e-05,2.0783987524164368e-05,3.5072154190803096e-05,3.521200427554027e-05,3.505918456472362e-05
single_node,8,4,1,4,65536,release_gather,2.5077442686442537e-05,4.049808836335851e-05,4.0571985521742374e-05,4.0766939417955713e-05,4.114677673037984e-05,2.5077442686442537e-05,4.070653429100655e-05,4.070653429100655e-05,4.069148108024928e-05
single_node,8,4,1,4,98304,release_gather,3.8216407839913196e-05,5.9063519903553775e-05,5.938164401019739e-05,5.9063519903553775e-05,6.59858450488044e-05,3.8216407839913196e-05,5.9111616652967286e-05,5.9063519903553775e-05,5.912804924399841e-05
single_node,8,4,1,4,131072,release_gather,4.6245405045791736e-05,7.08507088158523e-05,7.121304246257095e-05,7.077167699495316e-05,8.075431443748047e-05,4.6245405045791736e-05,7.06588000023617e-05,7.08507088158523e-05,7.092811614811734e-05
single_node,8,4,1,4,196608,release_gather,7.597159230746381e-05,0.00010004937138380548,0.00010096183265493095,0.00010027012242372204,0.00011828719453940856,7.597159230746381e-05,0.00010007118675616667,0.00010041473476447485,0.00010076660054055528
single_node,8,4,1,4,262144,release_gather,0.00011216853185302515,0.00012273418985062605,0.00012321501385453843,0.00012290385776609193,0.00017187469573309836,0.00011216853185302515,0.00012290385776609193,0.00012308681003386004,0.00012544538803355382
single_node,8,4,1,4,393216,release_gather,0.00013798752064434896,0.00014897899709324095,0.00014736641913859196,0.00014887442229007743,0.00022958312588944828,0.00013798752064434896,0.00014847788005748874,0.0001494603109548946,0.00015720143155263257
single_node,8,4,1,4,524288,release_gather,0.00018809812371453616,0.00020439985370010255,0.00019911700729492477,0.00020439985370010255,0.00036574697092453393,0.00018809812371453616,0.0002037526212327399,0.00020615022202627806,0.00021998510301711062
single_node,8,4,1,4,786432,release_gather,0.00027840104243532767,0.00030404850011048434,0.000279520260111793,0.00030042048832453324,0.0006991412252191501,0.00027840104243532767,0.0003030079848177877,0.00030493801376928496,0.0003331708339299753
single_node,8,4,1,4,1048576,circ_graph,0.00034454742132605776,0.0003889304239652326,0.00034454742132605776,0.00038307229004537957,0.000982554509441995,0.0003557016548348971,0.00038514029538707983,0.0003853012501111249,0.00040863854219399035
single_node,8,4,1,4,1572864,circ_graph,0.0004888926078672961,0.0005524115420723259,0.0004888926078672961,0.0005365185017831314,0.0014783945513176995,0.0005147621497522502,0.0005413303420742641,0.0005374043762261492,0.000566066227235392
single_node,8,4,1,4,2097152,circ_graph,0.0005900967432467119,0.0006595470027112402,0.0005900967432467119,0.0006443630735937234,0.0017303628909143957,0.0006289778026221321,0.0006494358775171105,0.0006436716997696998,0.0006733931226072892
single_node,8,4,1,4,3145728,circ_graph,0.0008782435360392569,0.0009731863926145505,0.0008782435360392569,0.0009667541509561082,0.00332428538844558,0.0009576103574898122,0.0009653728623942352,0.0009667616667990418,0.001111630994853203
single_node,8,4,1,4,4194304,circ_graph,0.0010513211741401986,0.0012170394011721873,0.0010513211741401986,0.0012130716374948558,0.004911264534794395,0.001203246132684314,0.0012152215477464574,0.0012150064955552238,0.001394126920893381
single_node,8,4,1,4,6291456,circ_graph,0.0015305734102211731,0.0016332090946066535,0.0015305734102211731,0.0016332090946066535,0.007712445529973419,0.0016332090946066535,0.0016335113142842775,0.0016265115310654125,0.001739878892200467
single_node,8,4,1,4,8388608,circ_graph,0.002033656844250558,0.002093601710106392,0.002033656844250558,0.002093601710106392,0.01075230151417966,0.0020927022603066175,0.0020902253786097055,0.0020850161404265557,0.0021971569975724617
single_node,8,4,1,4,12582912,circ_graph,0.0031505862197004062,0.0031574147423430636,0.0031505862197004062,0.0031670099735237557,0.018075685490382517,0.003160676386475638,0.0031617911720911384,0.0031578824677034024,0.003255343984173907
single_node,8,4,1,4,16777216,scatter_ring_allgather,0.0042123107010235365,0.004215526279072639,0.004222286561164862,0.004231134299657121,0.021569831463931818,0.004237232014975059,0.004231608077570384,0.0042123107010235365,0.004340216655301204
single_node,8,4,1,4,25165824,circ_graph,0.006155723274021114,0.006369060961032138,0.006155723274021114,0.006452382834836316,0.02530527243177052,0.006478265478977678,0.006412304214818262,0.006341310261428745,0.006552432245833262
single_node,8,4,1,4,33554432,circ_graph,0.008052439184736802,0.008440601767261944,0.008052439184736802,0.008518418399495428,0.025730536156679997,0.00853787011750666,0.008458462918749663,0.008402090777421491,0.008589835180655803
single_node,8,8,1,8,2,release_gather,8.484459912566792e-07,4.833841729459968e-06,2.180265681061506e-06,6.305685483453941e-06,4.890881503808163e-06,8.484459912566792e-07,9.79579379297563e-06,1.631481456667572e-05,4.982670306936126e-06
single_node,8,8,1,8,3,release_gather,8.484459912566792e-07,4.833841729459968e-06,2.180265681061506e-06,6.305685483453941e-06,4.890881503808163e-06,8.484459912566792e-07,9.79579379297563e-06,1.631481456667572e-05,4.982670306936126e-06
single_node,8,8,1,8,4,release_gather,8.480238158481298e-07,4.833841729459968e-06,2.180265681061506e-06,6.305685483453941e-06,4.890881503808163e-06,8.480238158481298e-07,9.802815376451518e-06,1.631481456667572e-05,4.982670306936126e-06
single_node,8,8,1,8,6,release_gather,8.493914600939512e-07,4.8347776755574e-06,2.1807215437247142e-06,6.305685483453941e-06,4.891280813274484e-06,8.493914600939512e-07,1.0123478937323282e-05,1.635323117168186e-05,4.982670306936126e-06
single_node,8,8,1,8,8,release_gather,8.494537564904739e-07,4.830105737955842e-06,2.1813112793904827e-06,6.305685483453941e-06,4.890538860048001e-06,8.494537564904739e-07,1.0445223522679113e-05,1.635323117168186e-05,4.982670306936126e-06
single_node,8,8,1,8,12,release_gather,8.493287660390392e-07,4.824298773564146e-06,2.1973205154613574e-06,6.305685483453941e-06,4.892229045153787e-06,8.493287660390392e-07,1.0640768279213075e-05,1.7466201644160186e-05,4.9771242856228505e-06
single_node,8,8,1,8,16,release_gather,8.493895817682937e-07,4.823868973955338e-06,2.2168081658202e-06,6.30604157885304e-06,4.891379173158981e-06,8.493895817682937e-07,1.0832489554526465e-05,1.76284719913387e-05,4.976997144564348e-06
single_node,8,8,1,8,24,release_gather,8.504288688248646e-07,4.828624305891125e-06,2.2610137202277835e-06,6.304571731471821e-06,4.8912291133978996e-06,8.504288688248646e-07,1.1035140769669374e-05,1.7977441152597638e-05,4.963794495595204e-06
single_node,8,8,1,8,32,release_gather,8.527537328357554e-07,4.8329590446824555e-06,2.2696669841487468e-06,6.304571731471821e-06,4.8901703407652085e-06,8.527537328357554e-07,1.1097206613370997e-05,1.8091218206895176e-05,4.962665393339504e-06
single_node,8,8,1,8,48,release_gather,8.549737352741154e-07,4.848811945511528e-06,2.357629627086354e-06,6.304284815240194e-06,4.892923591970495e-06,8.549737352741154e-07,1.1145977444733294e-05,1.8321905142592005e-05,4.9630583177041e-06
single_node,8,8,1,8,64,release_gather,8.565095168519164e-07,4.852900520139055e-06,2.4455390471592295e-06,6.305279263507901e-06,4.894752634223171e-06,8.565095168519164e-07,1.1167872506307199e-05,1.8527233323761323e-05,4.966645666407253e-06
single_node,8,8,1,8,96,release_gather,8.623081500912318e-07,4.858371446132808e-06,2.4672210795459998e-06,6.309637907547319e-06,4.8988000812464825e-06,8.623081500912318e-07,1.1188194827773813e-05,1.8615626468794592e-05,4.981468487038401e-06
single_node,8,8,1,8,128,release_gather,8.669515750389022e-07,4.92711181787934e-06,2.4689304317564035e-06,6.312522359333198e-06,4.9314644471819745e-06,8.669515750389022e-07,1.120059988399656e-05,1.8641009092039963e-05,4.983331702797101e-06
single_node,8,8,1,8,192,release_gather,8.724807151669862e-07,4.9410351891426415e-06,2.5115442066367927e-06,6.322927434751136e-06,4.94007108034216e-06,8.724807151669862e-07,1.1253545842672308e-05,1.868057539699397e-05,4.984331130356466e-06
single_node,8,8,1,8,256,release_gather,8.735499088321227e-07,4.948874918523925e-06,2.5766274882603553e-06,6.3457668041200065e-06,4.948125295187758e-06,8.735499088321227e-07,1.129845707662014e-05,1.873293625288453e-05,4.989399423188651e-06
single_node,8,8,1,8,384,release_gather,9.159297005929352e-07,5.031922582084579e-06,2.682580789354749e-06,6.390596030591364e-06,5.0325091951703876e-06,9.159297005929352e-07,1.1428812611463448e-05,1.9024408446313497e-05,5.050252241564921e-06
single_node,8,8,1,8,512,release_gather,9.78602885891531e-07,5.080371151131803e-06,2.9514934660830963e-06,6.394637547629496e-06,5.081020567110663e-06,9.78602885891531e-07,1.1455413953834132e-05,1.9102405053672397e-05,5.090167810777513e-06
single_node,8,8,1,8,768,release_gather,1.0433826553920627e-06,5.250137024578898e-06,3.112803737469239e-06,6.400198814060076e-06,5.2509668086869675e-06,1.0433826553920627e-06,1.1654956547051691e-05,1.9377606427395365e-05,5.250692947356395e-06
single_node,8,8,1,8,1024,release_gather,1.277461793616991e-06,5.359839082487132e-06,3.2241026252140925e-06,6.408863057810974e-06,5.360686205004437e-06,1.277461793616991e-06,1.1986366610094667e-05,1.9504257455693142e-05,5.360192777609149e-06
single_node,8,8,1,8,1536,release_gather,1.4193250765816755e-06,7.05691506081608e-06,3.4702049626893563e-06,7.371350789634983e-06,7.048861946771416e-06,1.4193250765816755e-06,1.3787064813856685e-05,1.9882035617686806e-05,7.054116170730758e-06
single_node,8,8,1,8,2048,release_gather,1.521293706121915e-06,7.339600740621005e-06,3.6572334101352243e-06,7.696228246642832e-06,7.335581884866307e-06,1.521293706121915e-06,1.4024574533035355e-05,2.0214186368581974e-05,7.3388340296004765e-06
single_node,8,8,1,8,3072,release_gather,2.147491229475663e-06,7.912635591912614e-06,4.506965296082931e-06,8.434625325163023e-06,7.94191121544025e-06,2.147491229475663e-06,1.4075971024124458e-05,2.0228066812888454e-05,7.945432169216503e-06
single_node,8,8,1,8,4096,release_gather,2.3187354716241734e-06,8.229110080155795e-06,4.978909934593234e-06,8.75015039111598e-06,8.274506669628766e-06,2.3187354716241734e-06,1.4087121588031658e-05,2.0228066812888454e-05,8.282153387081134e-06
single_node,8,8,1,8,6144,release_gather,2.6043334927136203e-06,8.501650551934409e-06,5.732746524499338e-06,9.039186536253028e-06,8.577192577999933e-06,2.6043334927136203e-06,1.4082736861048447e-05,2.0228066812888454e-05,8.57991593207216e-06
single_node,8,8,1,8,8192,release_gather,5.712858863878509e-06,1.7099662891330545e-05,1.5601666120267756e-05,1.7223911341768876e-05,1.7198007950690935e-05,5.712858863878509e-06,1.7126300562507864e-05,1.9021333079603656e-05,1.7190550763933327e-05
single_node,8,8,1,8,12288,release_gather,6.384158319123876e-06,1.9492233122804212e-05,1.9246395812044753e-05,1.955103714999459e-05,1.955951830556282e-05,6.384158319123876e-06,1.941142475064989e-05,2.0517992672159435e-05,1.955103714999459e-05
single_node,8,8,1,8,16384,release_gather,7.722164175242177e-06,2.352038973805307e-05,2.3485773100640217e-05,2.352038973805307e-05,2.35676625362339e-05,7.722164175242177e-06,2.347003307963086e-05,2.4449344607205387e-05,2.3474939497847773e-05
single_node,8,8,1,8,24576,release_gather,1.0331720767649588e-05,2.686858636721885e-05,2.682838402471274e-05,2.689412438822852e-05,2.6991616046906084e-05,1.0331720767649588e-05,2.689412438822852e-05,2.7627760494576653e-05,2.682440189588264e-05
