phase,phase_iteration,global_iteration,algorithm,cvar_value,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,binomial,1,0,512,2,1.201253612,0.002346198,0.000036498,0.006501503,1
warmup,1,1,binomial,1,0,512,2,0.069495864,0.000135734,0.000005911,0.000228289,1
warmup,2,2,binomial,1,0,512,2,0.054501200,0.000106448,0.000005800,0.000194696,1
warmup,3,3,binomial,1,0,512,2,0.065619994,0.000128164,0.000004448,0.000196839,1
warmup,4,4,binomial,1,0,512,2,0.047676003,0.000093117,0.000005510,0.000187302,1
warmup,5,5,binomial,1,0,512,2,0.053954262,0.000105379,0.000000661,0.000215444,1
warmup,6,6,binomial,1,0,512,2,0.045986360,0.000089817,0.000000671,0.000186390,1
warmup,7,7,binomial,1,0,512,2,0.053679325,0.000104842,0.000000531,0.000209764,1
warmup,8,8,binomial,1,0,512,2,0.043924699,0.000085790,0.000001633,0.000160682,1
warmup,9,9,binomial,1,0,512,2,0.055463542,0.000108327,0.000000601,0.000201177,1
warmup,10,10,binomial,1,0,512,2,0.051239843,0.000100078,0.000003486,0.000203061,1
warmup,11,11,binomial,1,0,512,2,0.054871917,0.000107172,0.000000541,0.000190498,1
warmup,12,12,binomial,1,0,512,2,0.050923548,0.000099460,0.000001643,0.000191009,1
warmup,13,13,binomial,1,0,512,2,0.056156031,0.000109680,0.000000581,0.000190257,1
warmup,14,14,binomial,1,0,512,2,0.050729389,0.000099081,0.000000551,0.000177052,1
warmup,15,15,binomial,1,0,512,2,0.056386751,0.000110130,0.000000491,0.000187372,1
warmup,16,16,binomial,1,0,512,2,0.056322791,0.000110005,0.000001593,0.000198973,1
warmup,17,17,binomial,1,0,512,2,0.052825698,0.000103175,0.000001583,0.000177022,1
warmup,18,18,binomial,1,0,512,2,0.042626327,0.000083255,0.000005480,0.000144221,1
warmup,19,19,binomial,1,0,512,2,0.065331027,0.000127600,0.000000711,0.000215023,1
warmup,20,20,binomial,1,0,512,2,0.041593702,0.000081238,0.000001513,0.000159580,1
warmup,21,21,binomial,1,0,512,2,0.056938431,0.000111208,0.000000511,0.000181010,1
warmup,22,22,binomial,1,0,512,2,0.039352809,0.000076861,0.000001533,0.000138711,1
warmup,23,23,binomial,1,0,512,2,0.056930514,0.000111192,0.000000421,0.000195518,1
warmup,24,24,binomial,1,0,512,2,0.046832886,0.000091470,0.000000601,0.000156063,1
warmup,25,25,binomial,1,0,512,2,0.057367634,0.000112046,0.000000431,0.000198784,1
warmup,26,26,binomial,1,0,512,2,0.048291435,0.000094319,0.000001533,0.000180879,1
warmup,27,27,binomial,1,0,512,2,0.056156508,0.000109681,0.000001623,0.000192592,1
warmup,28,28,binomial,1,0,512,2,0.043748561,0.000085446,0.000000401,0.000156043,1
warmup,29,29,binomial,1,0,512,2,0.053661139,0.000104807,0.000001482,0.000211337,1
warmup,30,30,binomial,1,0,512,2,0.048163369,0.000094069,0.000001623,0.000168286,1
warmup,31,31,binomial,1,0,512,2,0.061001323,0.000119143,0.000001473,0.000205656,1
warmup,32,32,binomial,1,0,512,2,0.040561670,0.000079222,0.000000430,0.000143459,1
warmup,33,33,binomial,1,0,512,2,0.056841310,0.000111018,0.000001512,0.000180649,1
warmup,34,34,binomial,1,0,512,2,0.044922377,0.000087739,0.000000541,0.000158317,1
warmup,35,35,binomial,1,0,512,2,0.054490945,0.000106428,0.000000551,0.000182373,1
warmup,36,36,binomial,1,0,512,2,0.048403050,0.000094537,0.000001613,0.000178876,1
warmup,37,37,binomial,1,0,512,2,0.054280581,0.000106017,0.000000451,0.000183925,1
warmup,38,38,binomial,1,0,512,2,0.046887960,0.000091578,0.000000441,0.000159359,1
warmup,39,39,binomial,1,0,512,2,0.057563357,0.000112428,0.000001543,0.000191760,1
warmup,40,40,binomial,1,0,512,2,0.048548057,0.000094820,0.000000411,0.000177323,1
warmup,41,41,binomial,1,0,512,2,0.053155608,0.000103820,0.000000471,0.000188574,1
warmup,42,42,binomial,1,0,512,2,0.048144468,0.000094032,0.000001563,0.000173415,1
warmup,43,43,binomial,1,0,512,2,0.062710407,0.000122481,0.000001633,0.000202159,1
warmup,44,44,binomial,1,0,512,2,0.045671279,0.000089202,0.000000501,0.000167975,1
warmup,45,45,binomial,1,0,512,2,0.055391555,0.000108187,0.000000500,0.000187292,1
warmup,46,46,binomial,1,0,512,2,0.052303196,0.000102155,0.000003055,0.000183524,1
warmup,47,47,binomial,1,0,512,2,0.055404702,0.000108212,0.000000451,0.000194966,1
warmup,48,48,binomial,1,0,512,2,0.042228796,0.000082478,0.000000411,0.000149250,1
warmup,49,49,binomial,1,0,512,2,0.050983939,0.000099578,0.000000421,0.000183485,1
actual,0,50,binomial,1,0,512,2,0.049456574,0.000096595,0.000000511,0.000167615,1
actual,1,51,binomial,1,0,512,2,0.058680158,0.000114610,0.000000411,0.000202951,1
actual,2,52,binomial,1,0,512,2,0.043888305,0.000085719,0.000000521,0.000163527,1
actual,3,53,binomial,1,0,512,2,0.054593555,0.000106628,0.000000461,0.000196549,1
actual,4,54,binomial,1,0,512,2,0.049315792,0.000096320,0.000001593,0.000173275,1
actual,5,55,binomial,1,0,512,2,0.059509216,0.000116229,0.000000431,0.000199184,1
actual,6,56,binomial,1,0,512,2,0.048224154,0.000094188,0.000000531,0.000171101,1
actual,7,57,binomial,1,0,512,2,0.057394349,0.000112098,0.000000411,0.000187172,1
actual,8,58,binomial,1,0,512,2,0.055165206,0.000107745,0.000001543,0.000184226,1
actual,9,59,binomial,1,0,512,2,0.068351311,0.000133499,0.000003056,0.000215194,1
actual,10,60,binomial,1,0,512,2,0.046169723,0.000090175,0.000000451,0.000170250,1
actual,11,61,binomial,1,0,512,2,0.060311275,0.000117795,0.000001694,0.000204845,1
actual,12,62,binomial,1,0,512,2,0.040789357,0.000079667,0.000000551,0.000141015,1
actual,13,63,binomial,1,0,512,2,0.054843744,0.000107117,0.000000431,0.000191049,1
actual,14,64,binomial,1,0,512,2,0.049049405,0.000095800,0.000001483,0.000170020,1
actual,15,65,binomial,1,0,512,2,0.060088828,0.000117361,0.000001533,0.000211136,1
actual,16,66,binomial,1,0,512,2,0.039894090,0.000077918,0.000000530,0.000147607,1
actual,17,67,binomial,1,0,512,2,0.056834994,0.000111006,0.000001693,0.000201799,1
actual,18,68,binomial,1,0,512,2,0.047896106,0.000093547,0.000001613,0.000169278,1
actual,19,69,binomial,1,0,512,2,0.054923875,0.000107273,0.000000481,0.000190678,1
actual,20,70,binomial,1,0,512,2,0.047353570,0.000092487,0.000000481,0.000167575,1
actual,21,71,binomial,1,0,512,2,0.057710218,0.000112715,0.000000451,0.000187543,1
actual,22,72,binomial,1,0,512,2,0.045293799,0.000088464,0.000001683,0.000158938,1
actual,23,73,binomial,1,0,512,2,0.055107818,0.000107632,0.000000400,0.000191429,1
actual,24,74,binomial,1,0,512,2,0.051191913,0.000099984,0.000003737,0.000189315,1
actual,25,75,binomial,1,0,512,2,0.056756021,0.000110852,0.000001724,0.000193865,1
actual,26,76,binomial,1,0,512,2,0.049189013,0.000096072,0.000001784,0.000172474,1
actual,27,77,binomial,1,0,512,2,0.051508804,0.000100603,0.000000481,0.000182403,1
actual,28,78,binomial,1,0,512,2,0.052116378,0.000101790,0.000001693,0.000185568,1
actual,29,79,binomial,1,0,512,2,0.056506987,0.000110365,0.000000431,0.000185127,1
