collective,algorithm,nproc,message_size_count,warmup_calls,measured_calls,total_calls
MPI_Bcast,binomial,64,49,12250,12250,24500
MPI_Bcast,nb,64,49,12250,12250,24500
MPI_Bcast,circ_graph,64,49,12250,12250,24500
MPI_Bcast,smp,64,49,12250,12250,24500
MPI_Bcast,scatter_recursive_doubling_allgather,64,49,12250,12250,24500
MPI_Bcast,scatter_ring_allgather,64,49,12250,12250,24500
MPI_Bcast,pipelined_tree,64,49,12250,12250,24500
MPI_Bcast,tree,64,49,12250,12250,24500
MPI_Bcast,release_gather,64,49,12250,12250,24500
