phase,phase_iteration,global_iteration,algorithm,cvar_value,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,binomial,1,0,128,2,0.181951038,0.001421492,0.000066915,0.004181409,1
warmup,1,1,binomial,1,0,128,2,0.008140625,0.000063599,0.000005530,0.000098344,1
warmup,2,2,binomial,1,0,128,2,0.006099525,0.000047653,0.000003727,0.000102432,1
warmup,3,3,binomial,1,0,128,2,0.009687371,0.000075683,0.000004839,0.000135964,1
warmup,4,4,binomial,1,0,128,2,0.004761940,0.000037203,0.000001533,0.000070432,1
warmup,5,5,binomial,1,0,128,2,0.008124754,0.000063475,0.000003015,0.000119614,1
warmup,6,6,binomial,1,0,128,2,0.004801318,0.000037510,0.000003888,0.000079379,1
warmup,7,7,binomial,1,0,128,2,0.007711080,0.000060243,0.000006783,0.000102552,1
warmup,8,8,binomial,1,0,128,2,0.004046665,0.000031615,0.000001603,0.000065032,1
warmup,9,9,binomial,1,0,128,2,0.008768937,0.000068507,0.000003236,0.000119153,1
warmup,10,10,binomial,1,0,128,2,0.004875410,0.000038089,0.000000491,0.000078387,1
warmup,11,11,binomial,1,0,128,2,0.008217319,0.000064198,0.000002995,0.000115506,1
warmup,12,12,binomial,1,0,128,2,0.004541357,0.000035479,0.000000401,0.000074569,1
warmup,13,13,binomial,1,0,128,2,0.006055017,0.000047305,0.000002074,0.000078217,1
warmup,14,14,binomial,1,0,128,2,0.004069476,0.000031793,0.000003396,0.000052809,1
warmup,15,15,binomial,1,0,128,2,0.006675368,0.000052151,0.000001883,0.000083376,1
warmup,16,16,binomial,1,0,128,2,0.004128245,0.000032252,0.000001433,0.000070382,1
warmup,17,17,binomial,1,0,128,2,0.007688887,0.000060069,0.000001643,0.000116498,1
warmup,18,18,binomial,1,0,128,2,0.004953191,0.000038697,0.000003046,0.000071935,1
warmup,19,19,binomial,1,0,128,2,0.007335074,0.000057305,0.000002955,0.000095739,1
warmup,20,20,binomial,1,0,128,2,0.004806662,0.000037552,0.000001432,0.000079840,1
warmup,21,21,binomial,1,0,128,2,0.005888958,0.000046007,0.000001523,0.000079820,1
warmup,22,22,binomial,1,0,128,2,0.003947722,0.000030842,0.000001573,0.000058469,1
warmup,23,23,binomial,1,0,128,2,0.007192765,0.000056193,0.000001463,0.000104696,1
warmup,24,24,binomial,1,0,128,2,0.004330780,0.000033834,0.000000410,0.000064050,1
warmup,25,25,binomial,1,0,128,2,0.007362259,0.000057518,0.000001563,0.000096430,1
warmup,26,26,binomial,1,0,128,2,0.005700626,0.000044536,0.000001423,0.000101100,1
warmup,27,27,binomial,1,0,128,2,0.007768006,0.000060688,0.000002735,0.000114685,1
warmup,28,28,binomial,1,0,128,2,0.006217969,0.000048578,0.000001613,0.000099366,1
warmup,29,29,binomial,1,0,128,2,0.006824581,0.000053317,0.000002825,0.000081062,1
warmup,30,30,binomial,1,0,128,2,0.006321178,0.000049384,0.000001472,0.000095859,1
warmup,31,31,binomial,1,0,128,2,0.007303531,0.000057059,0.000002725,0.000096401,1
warmup,32,32,binomial,1,0,128,2,0.004816709,0.000037631,0.000002675,0.000074039,1
warmup,33,33,binomial,1,0,128,2,0.006856536,0.000053567,0.000002975,0.000094296,1
warmup,34,34,binomial,1,0,128,2,0.005294482,0.000041363,0.000003667,0.000088115,1
warmup,35,35,binomial,1,0,128,2,0.006509379,0.000050855,0.000003356,0.000094166,1
warmup,36,36,binomial,1,0,128,2,0.004573362,0.000035729,0.000002504,0.000065543,1
warmup,37,37,binomial,1,0,128,2,0.007012637,0.000054786,0.000001412,0.000090600,1
warmup,38,38,binomial,1,0,128,2,0.005265287,0.000041135,0.000001402,0.000076804,1
warmup,39,39,binomial,1,0,128,2,0.006587850,0.000051468,0.000002805,0.000086902,1
warmup,40,40,binomial,1,0,128,2,0.004448209,0.000034752,0.000001423,0.000068178,1
warmup,41,41,binomial,1,0,128,2,0.007335852,0.000057311,0.000001253,0.000092333,1
warmup,42,42,binomial,1,0,128,2,0.004411029,0.000034461,0.000001363,0.000071424,1
warmup,43,43,binomial,1,0,128,2,0.007916365,0.000061847,0.000003667,0.000111168,1
warmup,44,44,binomial,1,0,128,2,0.004133908,0.000032296,0.000002876,0.000064570,1
warmup,45,45,binomial,1,0,128,2,0.007202805,0.000056272,0.000002655,0.000095840,1
warmup,46,46,binomial,1,0,128,2,0.004722095,0.000036891,0.000001372,0.000064431,1
warmup,47,47,binomial,1,0,128,2,0.009030240,0.000070549,0.000002615,0.000129392,1
warmup,48,48,binomial,1,0,128,2,0.005545840,0.000043327,0.000001443,0.000092443,1
warmup,49,49,binomial,1,0,128,2,0.007665965,0.000059890,0.000001483,0.000110697,1
warmup,50,50,binomial,1,0,128,2,0.004981315,0.000038917,0.000001503,0.000069911,1
warmup,51,51,binomial,1,0,128,2,0.007330380,0.000057269,0.000003126,0.000101680,1
warmup,52,52,binomial,1,0,128,2,0.004879530,0.000038121,0.000001402,0.000074840,1
warmup,53,53,binomial,1,0,128,2,0.007352836,0.000057444,0.000003086,0.000102351,1
warmup,54,54,binomial,1,0,128,2,0.005050313,0.000039456,0.000001363,0.000084999,1
warmup,55,55,binomial,1,0,128,2,0.006731233,0.000052588,0.000002675,0.000086271,1
warmup,56,56,binomial,1,0,128,2,0.005668143,0.000044282,0.000001463,0.000084519,1
warmup,57,57,binomial,1,0,128,2,0.007345310,0.000057385,0.000001513,0.000103523,1
warmup,58,58,binomial,1,0,128,2,0.005708227,0.000044596,0.000001573,0.000080912,1
warmup,59,59,binomial,1,0,128,2,0.007668251,0.000059908,0.000007504,0.000099597,1
warmup,60,60,binomial,1,0,128,2,0.007563142,0.000059087,0.000001683,0.000114303,1
warmup,61,61,binomial,1,0,128,2,0.006708400,0.000052409,0.000002685,0.000099346,1
warmup,62,62,binomial,1,0,128,2,0.005752565,0.000044942,0.000001392,0.000077395,1
warmup,63,63,binomial,1,0,128,2,0.008148873,0.000063663,0.000002695,0.000112901,1
warmup,64,64,binomial,1,0,128,2,0.003835427,0.000029964,0.000002465,0.000050716,1
warmup,65,65,binomial,1,0,128,2,0.006634705,0.000051834,0.000002655,0.000096280,1
warmup,66,66,binomial,1,0,128,2,0.005186870,0.000040522,0.000001423,0.000086131,1
warmup,67,67,binomial,1,0,128,2,0.007003732,0.000054717,0.000002605,0.000095378,1
warmup,68,68,binomial,1,0,128,2,0.004218895,0.000032960,0.000001543,0.000067627,1
warmup,69,69,binomial,1,0,128,2,0.006292707,0.000049162,0.000002695,0.000083266,1
warmup,70,70,binomial,1,0,128,2,0.004555552,0.000035590,0.000002395,0.000073387,1
warmup,71,71,binomial,1,0,128,2,0.008277335,0.000064667,0.000002755,0.000103244,1
warmup,72,72,binomial,1,0,128,2,0.004363178,0.000034087,0.000001412,0.000069550,1
warmup,73,73,binomial,1,0,128,2,0.007630324,0.000059612,0.000003617,0.000105477,1
warmup,74,74,binomial,1,0,128,2,0.004202069,0.000032829,0.000002846,0.000065583,1
warmup,75,75,binomial,1,0,128,2,0.008078805,0.000063116,0.000002755,0.000111489,1
warmup,76,76,binomial,1,0,128,2,0.005822965,0.000045492,0.000002454,0.000084508,1
warmup,77,77,binomial,1,0,128,2,0.007502109,0.000058610,0.000003427,0.000101600,1
warmup,78,78,binomial,1,0,128,2,0.004849669,0.000037888,0.000001613,0.000080852,1
warmup,79,79,binomial,1,0,128,2,0.007635313,0.000059651,0.000002605,0.000101761,1
warmup,80,80,binomial,1,0,128,2,0.005081730,0.000039701,0.000001453,0.000066043,1
warmup,81,81,binomial,1,0,128,2,0.007433861,0.000058077,0.000002515,0.000097422,1
warmup,82,82,binomial,1,0,128,2,0.005029271,0.000039291,0.000000411,0.000070231,1
warmup,83,83,binomial,1,0,128,2,0.007856210,0.000061377,0.000002484,0.000115075,1
warmup,84,84,binomial,1,0,128,2,0.003544279,0.000027690,0.000001563,0.000047489,1
warmup,85,85,binomial,1,0,128,2,0.006565468,0.000051293,0.000002735,0.000082915,1
warmup,86,86,binomial,1,0,128,2,0.005320833,0.000041569,0.000002755,0.000084708,1
warmup,87,87,binomial,1,0,128,2,0.006802250,0.000053143,0.000002875,0.000090349,1
warmup,88,88,binomial,1,0,128,2,0.005679961,0.000044375,0.000002705,0.000082795,1
warmup,89,89,binomial,1,0,128,2,0.007345521,0.000057387,0.000002805,0.000094457,1
warmup,90,90,binomial,1,0,128,2,0.005567814,0.000043499,0.000001393,0.000080400,1
warmup,91,91,binomial,1,0,128,2,0.007048067,0.000055063,0.000002785,0.000095899,1
warmup,92,92,binomial,1,0,128,2,0.005155237,0.000040275,0.000001463,0.000077555,1
warmup,93,93,binomial,1,0,128,2,0.008535114,0.000066681,0.000002475,0.000117810,1
warmup,94,94,binomial,1,0,128,2,0.004569693,0.000035701,0.000003637,0.000066044,1
warmup,95,95,binomial,1,0,128,2,0.006692753,0.000052287,0.000001573,0.000091632,1
warmup,96,96,binomial,1,0,128,2,0.004392068,0.000034313,0.000002675,0.000072956,1
warmup,97,97,binomial,1,0,128,2,0.007161583,0.000055950,0.000002785,0.000104045,1
warmup,98,98,binomial,1,0,128,2,0.004524954,0.000035351,0.000001362,0.000075492,1
warmup,99,99,binomial,1,0,128,2,0.007112498,0.000055566,0.000003797,0.000093926,1
actual,0,100,binomial,1,0,128,2,0.004531677,0.000035404,0.000003006,0.000071343,1
actual,1,101,binomial,1,0,128,2,0.007320875,0.000057194,0.000001593,0.000098885,1
actual,2,102,binomial,1,0,128,2,0.005046780,0.000039428,0.000000371,0.000066775,1
actual,3,103,binomial,1,0,128,2,0.009275741,0.000072467,0.000001603,0.000133429,1
actual,4,104,binomial,1,0,128,2,0.006375864,0.000049811,0.000003597,0.000099787,1
actual,5,105,binomial,1,0,128,2,0.007077338,0.000055292,0.000002785,0.000103574,1
actual,6,106,binomial,1,0,128,2,0.005298427,0.000041394,0.000000381,0.000074269,1
actual,7,107,binomial,1,0,128,2,0.007089103,0.000055384,0.000001523,0.000104135,1
actual,8,108,binomial,1,0,128,2,0.005872683,0.000045880,0.000002725,0.000101650,1
actual,9,109,binomial,1,0,128,2,0.007301932,0.000057046,0.000003326,0.000103864,1
actual,10,110,binomial,1,0,128,2,0.004292563,0.000033536,0.000001463,0.000059211,1
actual,11,111,binomial,1,0,128,2,0.007839311,0.000061245,0.000002776,0.000101850,1
actual,12,112,binomial,1,0,128,2,0.005194297,0.000040580,0.000001493,0.000079429,1
actual,13,113,binomial,1,0,128,2,0.006740746,0.000052662,0.000002655,0.000087163,1
actual,14,114,binomial,1,0,128,2,0.004757586,0.000037169,0.000001282,0.000066224,1
actual,15,115,binomial,1,0,128,2,0.006795044,0.000053086,0.000002735,0.000088516,1
actual,16,116,binomial,1,0,128,2,0.004932699,0.000038537,0.000002765,0.000084648,1
actual,17,117,binomial,1,0,128,2,0.008292521,0.000064785,0.000002665,0.000121807,1
actual,18,118,binomial,1,0,128,2,0.006604528,0.000051598,0.000002655,0.000111269,1
actual,19,119,binomial,1,0,128,2,0.008050955,0.000062898,0.000002595,0.000096471,1
actual,20,120,binomial,1,0,128,2,0.005478809,0.000042803,0.000001402,0.000081482,1
actual,21,121,binomial,1,0,128,2,0.006847343,0.000053495,0.000001483,0.000085129,1
actual,22,122,binomial,1,0,128,2,0.004383315,0.000034245,0.000001633,0.000073417,1
actual,23,123,binomial,1,0,128,2,0.006609759,0.000051639,0.000002715,0.000086211,1
actual,24,124,binomial,1,0,128,2,0.004271947,0.000033375,0.000001563,0.000063990,1
actual,25,125,binomial,1,0,128,2,0.007777977,0.000060765,0.000003597,0.000108543,1
actual,26,126,binomial,1,0,128,2,0.005701892,0.000044546,0.000001493,0.000081112,1
actual,27,127,binomial,1,0,128,2,0.006902511,0.000053926,0.000002685,0.000083657,1
actual,28,128,binomial,1,0,128,2,0.005379154,0.000042025,0.000002485,0.000088465,1
actual,29,129,binomial,1,0,128,2,0.006198319,0.000048424,0.000002765,0.000077745,1
actual,30,130,binomial,1,0,128,2,0.004634907,0.000036210,0.000001543,0.000068018,1
actual,31,131,binomial,1,0,128,2,0.008079324,0.000063120,0.000001433,0.000122980,1
actual,32,132,binomial,1,0,128,2,0.005179383,0.000040464,0.000003497,0.000085229,1
