phase,phase_iteration,global_iteration,algorithm,cvar_value,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,binomial,1,0,256,2,0.099087507,0.000387061,0.000017823,0.001798367,1
warmup,1,1,binomial,1,0,256,2,0.026268016,0.000102609,0.000007314,0.000156544,1
warmup,2,2,binomial,1,0,256,2,0.022152551,0.000086533,0.000003196,0.000135084,1
warmup,3,3,binomial,1,0,256,2,0.024127729,0.000094249,0.000005521,0.000147938,1
warmup,4,4,binomial,1,0,256,2,0.027778538,0.000108510,0.000005400,0.000177764,1
warmup,5,5,binomial,1,0,256,2,0.026280725,0.000102659,0.000003096,0.000149622,1
warmup,6,6,binomial,1,0,256,2,0.025813321,0.000100833,0.000004989,0.000171071,1
warmup,7,7,binomial,1,0,256,2,0.020126334,0.000078618,0.000003236,0.000128261,1
warmup,8,8,binomial,1,0,256,2,0.029424001,0.000114938,0.000014597,0.000183565,1
warmup,9,9,binomial,1,0,256,2,0.020699356,0.000080857,0.000003256,0.000131677,1
warmup,10,10,binomial,1,0,256,2,0.021139574,0.000082576,0.000003005,0.000136657,1
warmup,11,11,binomial,1,0,256,2,0.026439148,0.000103278,0.000005530,0.000166824,1
warmup,12,12,binomial,1,0,256,2,0.020207048,0.000078934,0.000002745,0.000130665,1
warmup,13,13,binomial,1,0,256,2,0.024141399,0.000094302,0.000003296,0.000154901,1
warmup,14,14,binomial,1,0,256,2,0.025170525,0.000098322,0.000005220,0.000153248,1
warmup,15,15,binomial,1,0,256,2,0.025243863,0.000098609,0.000008726,0.000155853,1
warmup,16,16,binomial,1,0,256,2,0.023689758,0.000092538,0.000002815,0.000145554,1
warmup,17,17,binomial,1,0,256,2,0.021404698,0.000083612,0.000002625,0.000139162,1
warmup,18,18,binomial,1,0,256,2,0.024320512,0.000095002,0.000005430,0.000152016,1
warmup,19,19,binomial,1,0,256,2,0.021832897,0.000085285,0.000003226,0.000137038,1
warmup,20,20,binomial,1,0,256,2,0.021051257,0.000082231,0.000001623,0.000148839,1
warmup,21,21,binomial,1,0,256,2,0.024666507,0.000096354,0.000005260,0.000151074,1
warmup,22,22,binomial,1,0,256,2,0.023214076,0.000090680,0.000007284,0.000140094,1
warmup,23,23,binomial,1,0,256,2,0.021895730,0.000085530,0.000001293,0.000146886,1
warmup,24,24,binomial,1,0,256,2,0.021532222,0.000084110,0.000001423,0.000136607,1
warmup,25,25,binomial,1,0,256,2,0.021916395,0.000085611,0.000005110,0.000139553,1
warmup,26,26,binomial,1,0,256,2,0.019160793,0.000074847,0.000001703,0.000124384,1
warmup,27,27,binomial,1,0,256,2,0.020675529,0.000080764,0.000005190,0.000135164,1
warmup,28,28,binomial,1,0,256,2,0.020098980,0.000078512,0.000001743,0.000133712,1
warmup,29,29,binomial,1,0,256,2,0.023113483,0.000090287,0.000005080,0.000155843,1
warmup,30,30,binomial,1,0,256,2,0.020441416,0.000079849,0.000001373,0.000140013,1
warmup,31,31,binomial,1,0,256,2,0.022200904,0.000086722,0.000005220,0.000138711,1
warmup,32,32,binomial,1,0,256,2,0.020269321,0.000079177,0.000001783,0.000128201,1
warmup,33,33,binomial,1,0,256,2,0.022867051,0.000089324,0.000005250,0.000139512,1
warmup,34,34,binomial,1,0,256,2,0.022172535,0.000086611,0.000002926,0.000135295,1
warmup,35,35,binomial,1,0,256,2,0.023930891,0.000093480,0.000005260,0.000149151,1
warmup,36,36,binomial,1,0,256,2,0.021592849,0.000084347,0.000002935,0.000134503,1
warmup,37,37,binomial,1,0,256,2,0.021331852,0.000083328,0.000001372,0.000137658,1
warmup,38,38,binomial,1,0,256,2,0.025298463,0.000098822,0.000006532,0.000150543,1
