phase,phase_iteration,global_iteration,algorithm,cvar_value,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,binomial,1,0,512,2,0.385569112,0.000753065,0.000035997,0.002557722,1
warmup,1,1,binomial,1,0,512,2,0.073293111,0.000143151,0.000006322,0.000225703,1
warmup,2,2,binomial,1,0,512,2,0.057311137,0.000111936,0.000000611,0.000187222,1
warmup,3,3,binomial,1,0,512,2,0.078340221,0.000153008,0.000005751,0.000246332,1
warmup,4,4,binomial,1,0,512,2,0.053721946,0.000104926,0.000006953,0.000175879,1
warmup,5,5,binomial,1,0,512,2,0.071235389,0.000139132,0.000005891,0.000223680,1
warmup,6,6,binomial,1,0,512,2,0.054455963,0.000106359,0.000000521,0.000173375,1
warmup,7,7,binomial,1,0,512,2,0.072212453,0.000141040,0.000005811,0.000224572,1
warmup,8,8,binomial,1,0,512,2,0.044940397,0.000087774,0.000000431,0.000177443,1
warmup,9,9,binomial,1,0,512,2,0.065057368,0.000127065,0.000006132,0.000211215,1
warmup,10,10,binomial,1,0,512,2,0.043942978,0.000085826,0.000000391,0.000165551,1
warmup,11,11,binomial,1,0,512,2,0.069765164,0.000136260,0.000000511,0.000219111,1
warmup,12,12,binomial,1,0,512,2,0.049181727,0.000096058,0.000000642,0.000164578,1
warmup,13,13,binomial,1,0,512,2,0.063249966,0.000123535,0.000005941,0.000201959,1
warmup,14,14,binomial,1,0,512,2,0.047565041,0.000092900,0.000000531,0.000164389,1
warmup,15,15,binomial,1,0,512,2,0.070375543,0.000137452,0.000009998,0.000218260,1
warmup,16,16,binomial,1,0,512,2,0.046204140,0.000090242,0.000000401,0.000168997,1
warmup,17,17,binomial,1,0,512,2,0.067041726,0.000130941,0.000009568,0.000198452,1
warmup,18,18,binomial,1,0,512,2,0.052641340,0.000102815,0.000001542,0.000221737,1
warmup,19,19,binomial,1,0,512,2,0.061045081,0.000119229,0.000005881,0.000180710,1
warmup,20,20,binomial,1,0,512,2,0.050248333,0.000098141,0.000000511,0.000165711,1
warmup,21,21,binomial,1,0,512,2,0.065336612,0.000127611,0.000001553,0.000196339,1
warmup,22,22,binomial,1,0,512,2,0.056779411,0.000110897,0.000000451,0.000199576,1
warmup,23,23,binomial,1,0,512,2,0.072765250,0.000142120,0.000005571,0.000223610,1
warmup,24,24,binomial,1,0,512,2,0.059165199,0.000115557,0.000001553,0.000192151,1
warmup,25,25,binomial,1,0,512,2,0.064740522,0.000126446,0.000002284,0.000211828,1
warmup,26,26,binomial,1,0,512,2,0.061664847,0.000120439,0.000005911,0.000185980,1
warmup,27,27,binomial,1,0,512,2,0.066804156,0.000130477,0.000013535,0.000203011,1
warmup,28,28,binomial,1,0,512,2,0.050609040,0.000098846,0.000003036,0.000174078,1
warmup,29,29,binomial,1,0,512,2,0.068205098,0.000133213,0.000005670,0.000200837,1
warmup,30,30,binomial,1,0,512,2,0.051720069,0.000101016,0.000003216,0.000170450,1
warmup,31,31,binomial,1,0,512,2,0.074722298,0.000145942,0.000005590,0.000232457,1
warmup,32,32,binomial,1,0,512,2,0.054956526,0.000107337,0.000001443,0.000176231,1
warmup,33,33,binomial,1,0,512,2,0.071693857,0.000140027,0.000012583,0.000212860,1
warmup,34,34,binomial,1,0,512,2,0.048043199,0.000093834,0.000000661,0.000165310,1
warmup,35,35,binomial,1,0,512,2,0.072159696,0.000140937,0.000005500,0.000213831,1
warmup,36,36,binomial,1,0,512,2,0.049573015,0.000096822,0.000000471,0.000161884,1
warmup,37,37,binomial,1,0,512,2,0.066307401,0.000129507,0.000013755,0.000209123,1
warmup,38,38,binomial,1,0,512,2,0.048296314,0.000094329,0.000000431,0.000172845,1
warmup,39,39,binomial,1,0,512,2,0.069307117,0.000135365,0.000009828,0.000221206,1
warmup,40,40,binomial,1,0,512,2,0.048549024,0.000094822,0.000000461,0.000163396,1
warmup,41,41,binomial,1,0,512,2,0.064379576,0.000125741,0.000005611,0.000193995,1
warmup,42,42,binomial,1,0,512,2,0.053468866,0.000104431,0.000001543,0.000175591,1
warmup,43,43,binomial,1,0,512,2,0.068594977,0.000133975,0.000005751,0.000205777,1
warmup,44,44,binomial,1,0,512,2,0.051947484,0.000101460,0.000000511,0.000176422,1
warmup,45,45,binomial,1,0,512,2,0.073843171,0.000144225,0.000005600,0.000224612,1
warmup,46,46,binomial,1,0,512,2,0.052060294,0.000101680,0.000003507,0.000169268,1
warmup,47,47,binomial,1,0,512,2,0.061260001,0.000119648,0.000005480,0.000202501,1
warmup,48,48,binomial,1,0,512,2,0.044308961,0.000086541,0.000000521,0.000171891,1
warmup,49,49,binomial,1,0,512,2,0.064001378,0.000125003,0.000011191,0.000208351,1
actual,0,50,binomial,1,0,512,2,0.052096507,0.000101751,0.000000481,0.000176381,1
actual,1,51,binomial,1,0,512,2,0.067670955,0.000132170,0.000005731,0.000210757,1
actual,2,52,binomial,1,0,512,2,0.053657477,0.000104800,0.000000420,0.000179387,1
actual,3,53,binomial,1,0,512,2,0.068286003,0.000133371,0.000011982,0.000208942,1
actual,4,54,binomial,1,0,512,2,0.041644908,0.000081338,0.000000400,0.000165381,1
actual,5,55,binomial,1,0,512,2,0.069049128,0.000134862,0.000005611,0.000236194,1
actual,6,56,binomial,1,0,512,2,0.053240240,0.000103985,0.000001633,0.000172885,1
actual,7,57,binomial,1,0,512,2,0.068244078,0.000133289,0.000005561,0.000209033,1
actual,8,58,binomial,1,0,512,2,0.051360679,0.000100314,0.000000501,0.000180028,1
actual,9,59,binomial,1,0,512,2,0.068227892,0.000133258,0.000010370,0.000214433,1
actual,10,60,binomial,1,0,512,2,0.048507043,0.000094740,0.000000451,0.000166793,1
actual,11,61,binomial,1,0,512,2,0.067826594,0.000132474,0.000009628,0.000202691,1
actual,12,62,binomial,1,0,512,2,0.044063661,0.000086062,0.000000431,0.000168857,1
actual,13,63,binomial,1,0,512,2,0.071167684,0.000138999,0.000005831,0.000215285,1
actual,14,64,binomial,1,0,512,2,0.054502633,0.000106450,0.000001502,0.000179838,1
actual,15,65,binomial,1,0,512,2,0.073472880,0.000143502,0.000005280,0.000222779,1
actual,16,66,binomial,1,0,512,2,0.051292061,0.000100180,0.000003466,0.000173746,1
actual,17,67,binomial,1,0,512,2,0.064389510,0.000125761,0.000001633,0.000202721,1
actual,18,68,binomial,1,0,512,2,0.048781723,0.000095277,0.000000431,0.000168396,1
actual,19,69,binomial,1,0,512,2,0.064544660,0.000126064,0.000005530,0.000194155,1
actual,20,70,binomial,1,0,512,2,0.055640480,0.000108673,0.000004959,0.000180379,1
actual,21,71,binomial,1,0,512,2,0.070397806,0.000137496,0.000005791,0.000211848,1
actual,22,72,binomial,1,0,512,2,0.051723111,0.000101022,0.000000441,0.000174137,1
actual,23,73,binomial,1,0,512,2,0.065828915,0.000128572,0.000005701,0.000205286,1
actual,24,74,binomial,1,0,512,2,0.053384224,0.000104266,0.000000391,0.000189206,1
actual,25,75,binomial,1,0,512,2,0.065269158,0.000127479,0.000005611,0.000195838,1
actual,26,76,binomial,1,0,512,2,0.051099071,0.000099803,0.000000400,0.000179356,1
actual,27,77,binomial,1,0,512,2,0.069668892,0.000136072,0.000005380,0.000212219,1
actual,28,78,binomial,1,0,512,2,0.055848201,0.000109079,0.000005600,0.000175420,1
actual,29,79,binomial,1,0,512,2,0.074538291,0.000145583,0.000005390,0.000225312,1
actual,30,80,binomial,1,0,512,2,0.054478537,0.000106403,0.000003527,0.000180418,1
actual,31,81,binomial,1,0,512,2,0.064753516,0.000126472,0.000002815,0.000206488,1
actual,32,82,binomial,1,0,512,2,0.050929348,0.000099471,0.000000451,0.000177113,1
actual,33,83,binomial,1,0,512,2,0.068034423,0.000132880,0.000009798,0.000214574,1
actual,34,84,binomial,1,0,512,2,0.047902693,0.000093560,0.000000411,0.000167565,1
actual,35,85,binomial,1,0,512,2,0.073597725,0.000143746,0.000005721,0.000230392,1
actual,36,86,binomial,1,0,512,2,0.052842813,0.000103209,0.000000431,0.000184837,1
actual,37,87,binomial,1,0,512,2,0.069055835,0.000134875,0.000010320,0.000205246,1
actual,38,88,binomial,1,0,512,2,0.049591389,0.000096858,0.000000450,0.000167064,1
actual,39,89,binomial,1,0,512,2,0.066306429,0.000129505,0.000010359,0.000199826,1
actual,40,90,binomial,1,0,512,2,0.047911530,0.000093577,0.000000461,0.000171191,1
actual,41,91,binomial,1,0,512,2,0.066633085,0.000130143,0.000005690,0.000206257,1
actual,42,92,binomial,1,0,512,2,0.052928381,0.000103376,0.000001593,0.000170329,1
actual,43,93,binomial,1,0,512,2,0.064037156,0.000125073,0.000009968,0.000205366,1
actual,44,94,binomial,1,0,512,2,0.053672253,0.000104829,0.000000490,0.000176392,1
actual,45,95,binomial,1,0,512,2,0.066490418,0.000129864,0.000005440,0.000191850,1
actual,46,96,binomial,1,0,512,2,0.050540399,0.000098712,0.000001653,0.000171031,1
actual,47,97,binomial,1,0,512,2,0.065753789,0.000128425,0.000003516,0.000199965,1
actual,48,98,binomial,1,0,512,2,0.051022853,0.000099654,0.000001442,0.000165301,1
actual,49,99,binomial,1,0,512,2,0.068154970,0.000133115,0.000014317,0.000210516,1
