phase,phase_iteration,global_iteration,algorithm,cvar_value,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,binomial,1,0,1024,2,3.883879823,0.003792851,0.000026600,0.008106584,1
warmup,1,1,binomial,1,0,1024,2,0.160307689,0.000156550,0.000006903,0.000270186,1
warmup,2,2,binomial,1,0,1024,2,0.110378633,0.000107792,0.000003486,0.000173324,1
warmup,3,3,binomial,1,0,1024,2,0.145326834,0.000141921,0.000000762,0.000240471,1
warmup,4,4,binomial,1,0,1024,2,0.110322545,0.000107737,0.000001673,0.000184206,1
warmup,5,5,binomial,1,0,1024,2,0.160694606,0.000156928,0.000005000,0.000257452,1
warmup,6,6,binomial,1,0,1024,2,0.105000085,0.000102539,0.000001573,0.000183364,1
warmup,7,7,binomial,1,0,1024,2,0.147903529,0.000144437,0.000006262,0.000224340,1
warmup,8,8,binomial,1,0,1024,2,0.147784592,0.000144321,0.000002003,0.000228057,1
warmup,9,9,binomial,1,0,1024,2,0.145862385,0.000142444,0.000001823,0.000247104,1
warmup,10,10,binomial,1,0,1024,2,0.101291090,0.000098917,0.000000611,0.000185047,1
warmup,11,11,binomial,1,0,1024,2,0.152314810,0.000148745,0.000006542,0.000237866,1
warmup,12,12,binomial,1,0,1024,2,0.116643320,0.000113909,0.000001663,0.000206567,1
warmup,13,13,binomial,1,0,1024,2,0.158215508,0.000154507,0.000000481,0.000246452,1
warmup,14,14,binomial,1,0,1024,2,0.130776636,0.000127712,0.000003467,0.000210734,1
warmup,15,15,binomial,1,0,1024,2,0.147649007,0.000144188,0.000000391,0.000239468,1
warmup,16,16,binomial,1,0,1024,2,0.109771017,0.000107198,0.000000450,0.000189375,1
warmup,17,17,binomial,1,0,1024,2,0.148325008,0.000144849,0.000003056,0.000240521,1
warmup,18,18,binomial,1,0,1024,2,0.102667230,0.000100261,0.000001653,0.000179146,1
warmup,19,19,binomial,1,0,1024,2,0.150479143,0.000146952,0.000006011,0.000235842,1
warmup,20,20,binomial,1,0,1024,2,0.101010777,0.000098643,0.000003347,0.000186319,1
warmup,21,21,binomial,1,0,1024,2,0.163296979,0.000159470,0.000001784,0.000232066,1
warmup,22,22,binomial,1,0,1024,2,0.105487754,0.000103015,0.000000421,0.000173776,1
warmup,23,23,binomial,1,0,1024,2,0.147549409,0.000144091,0.000000391,0.000228498,1
warmup,24,24,binomial,1,0,1024,2,0.111786432,0.000109166,0.000002234,0.000178865,1
warmup,25,25,binomial,1,0,1024,2,0.148365660,0.000144888,0.000001573,0.000235281,1
warmup,26,26,binomial,1,0,1024,2,0.097278257,0.000094998,0.000000812,0.000159509,1
warmup,27,27,binomial,1,0,1024,2,0.147380993,0.000143927,0.000000451,0.000231734,1
warmup,28,28,binomial,1,0,1024,2,0.103750252,0.000101319,0.000001793,0.000179727,1
warmup,29,29,binomial,1,0,1024,2,0.143573700,0.000140209,0.000000410,0.000230512,1
warmup,30,30,binomial,1,0,1024,2,0.105802195,0.000103322,0.000001553,0.000173336,1
warmup,31,31,binomial,1,0,1024,2,0.142039542,0.000138710,0.000000391,0.000221405,1
warmup,32,32,binomial,1,0,1024,2,0.099286045,0.000096959,0.000000431,0.000182392,1
warmup,33,33,binomial,1,0,1024,2,0.150521265,0.000146993,0.000003567,0.000225973,1
warmup,34,34,binomial,1,0,1024,2,0.110907877,0.000108308,0.000002054,0.000192130,1
warmup,35,35,binomial,1,0,1024,2,0.153710540,0.000150108,0.000003417,0.000225243,1
warmup,36,36,binomial,1,0,1024,2,0.107344440,0.000104829,0.000000541,0.000176210,1
