grid_mode,ppn,nodes,nproc,message_size_bytes,optimal_algorithm,optimal_predicted_time_sec,predicted_time_sec__binomial,predicted_time_sec__circ_graph,predicted_time_sec__nb,predicted_time_sec__pipelined_tree,predicted_time_sec__release_gather,predicted_time_sec__scatter_recursive_doubling_allgather,predicted_time_sec__scatter_ring_allgather,predicted_time_sec__tree
nodes,4,32,128,64,circ_graph,5.465531735047025e-05,6.414391872501857e-05,5.465531735047025e-05,7.210083275565083e-05,8.759845080243524e-05,6.19077954316545e-05,0.00014139217392500982,0.0011024661269274942,9.219766611582111e-05
nodes,4,32,128,512,nb,7.472501045327449e-05,9.783332301541702e-05,9.423482256880426e-05,7.472501045327449e-05,0.0001065922736108289,9.976019389938294e-05,0.0001927347614921578,0.001137958099337879,0.00011077656516542097
nodes,4,32,128,4096,nb,8.813545438560794e-05,0.00011472759402047296,0.00011050951631311072,8.813545438560794e-05,0.00013846121900422365,0.00012191151310122432,0.0002918381932519165,0.0011970017795076302,0.00014781967946079916
nodes,4,32,128,16384,binomial,0.00014707580532065964,0.00014707580532065964,0.0001486626638211405,0.00027358303061103404,0.0002658435323928708,0.00020821410201245447,0.0002796789109742204,0.0013096589730876844,0.00018508747994790936
nodes,4,32,128,131072,binomial,0.0003568697228258557,0.0003568697228258557,0.00044104987809511257,0.0004471997906922465,0.0012005251921223883,0.00044129838664227144,0.00044550901758515183,0.0044438353243184785,0.00045213220561819576
nodes,4,32,128,1048576,binomial,0.0015383806755652103,0.0015383806755652103,0.0016533947609282593,0.0050614540143519475,0.009563528590846556,0.0024192338386712807,0.001901843124198025,0.0049739358684281545,0.002854253044827915
nodes,4,32,128,4194304,binomial,0.005063482678945163,0.005063482678945163,0.006832673687667408,0.008333846636753843,0.035880584528648285,0.007621976318778971,0.006654465229551442,0.007844418343935728,0.010579425113876263
nodes,4,32,128,33554432,scatter_ring_allgather,0.034936982026267084,0.04042811949957596,0.04647963963725021,0.0411835700590467,0.3235660363455006,0.04263744551940437,0.049664045520013314,0.034936982026267084,0.08474944325232348
nodes,8,2,16,2,release_gather,3.1757506448474686e-06,1.3647978268202443e-05,1.3977811100374126e-05,1.4053328269673853e-05,1.401924360071237e-05,3.1757506448474686e-06,4.3417811266168055e-05,1.5667340490454812e-05,1.401924360071237e-05
nodes,8,2,16,16,release_gather,3.1817172850418814e-06,1.3683476082969455e-05,1.3992812296356053e-05,1.4067983131730008e-05,1.4034538594166963e-05,3.1817172850418814e-06,4.558769299124829e-05,1.5748256057538768e-05,1.4034538594166963e-05
nodes,8,2,16,64,release_gather,3.2548453738278293e-06,1.4167754086926002e-05,1.4482392710083815e-05,1.4560616088058104e-05,1.4527526415206098e-05,3.2548453738278293e-06,6.295868037205092e-05,1.6299124003227484e-05,1.4527526415206098e-05
nodes,8,2,16,512,release_gather,5.316321329073677e-06,3.154380585186623e-05,3.916384522149521e-05,3.147545835465029e-05,3.149863339936989e-05,5.316321329073677e-06,9.606243748625663e-05,3.320378098388491e-05,3.149863339936989e-05
nodes,8,2,16,4096,release_gather,9.174585136811043e-06,3.707507782625711e-05,4.6187539479703535e-05,3.721379151659327e-05,3.7202521571337776e-05,9.174585136811043e-06,0.0001147383074509928,3.8805397895710086e-05,3.7202521571337776e-05
nodes,8,2,16,16384,binomial,6.749648027152426e-05,6.749648027152426e-05,8.770199197426211e-05,0.0001073501529989412,9.655125313961228e-05,7.011459373198995e-05,0.00010730864114371736,9.733579828717478e-05,9.593485315128927e-05
nodes,8,2,16,131072,release_gather,0.0001677214719340693,0.00019161265749121972,0.00021424572272394217,0.00021737799021190226,0.00021663620527490675,0.0001677214719340693,0.0002155812118111278,0.0002147771122419748,0.0002142330479471617
nodes,8,2,16,1048576,binomial,0.0009481825870264715,0.0009481825870264715,0.0010360814725950303,0.0011535778901925818,0.0010705435596428696,0.0009855322959272923,0.0010513241138840278,0.0010416673944198987,0.0010442119398736175
nodes,8,2,16,4194304,binomial,0.0033661017012271877,0.0033661017012271877,0.0035145218688523313,0.003479104224864523,0.0051169895973774285,0.0034201004877915365,0.00351860886874714,0.003468329888309101,0.0034926324874383153
nodes,8,2,16,33554432,binomial,0.023817330144787832,0.023817330144787832,0.026635866167233332,0.026589884561055738,0.09649337227228037,0.026671545785829077,0.026975843553630027,0.026671545785829077,0.028393317231420346
nodes,8,4,32,2,release_gather,3.735169309620531e-06,1.7210626741952044e-05,1.905599906506132e-05,2.0466889992464166e-05,1.9604205079817695e-05,3.735169309620531e-06,4.3417811266168055e-05,2.1318785695446707e-05,1.9604205079817695e-05
nodes,8,4,32,16,release_gather,3.7425422235958925e-06,1.7251531419162484e-05,1.908397304137253e-05,2.0486459088062918e-05,1.9636149173250558e-05,3.7425422235958925e-06,4.558769299124829e-05,2.1431703192817352e-05,1.9636149173250558e-05
nodes,8,4,32,64,release_gather,3.807749074564347e-06,1.7659259047578003e-05,1.961670424959149e-05,2.093282778714654e-05,2.011920662121266e-05,3.807749074564347e-06,6.295868037205092e-05,2.1966342082176502e-05,2.011920662121266e-05
nodes,8,4,32,512,release_gather,5.53604732286802e-06,3.444412410648371e-05,4.178677162317172e-05,3.291643060498093e-05,3.416596417757863e-05,5.53604732286802e-06,9.639474082050596e-05,3.5689670113707996e-05,3.416596417757863e-05
nodes,8,4,32,4096,release_gather,9.528417238616139e-06,4.081176938836476e-05,4.896653137714797e-05,3.8165680624093365e-05,4.0219608146299706e-05,9.528417238616139e-06,0.0001147383074509928,4.158783726908345e-05,4.0219608146299706e-05
nodes,8,4,32,16384,binomial,7.129101886114986e-05,7.129101886114986e-05,9.091115196654992e-05,0.00011214053303174722,0.00010086707998134113,7.271559668813282e-05,0.00011208458817626723,0.00010099605437915411,0.00010022312700402689
nodes,8,4,32,131072,release_gather,0.0001687823696940725,0.00019282467546826568,0.00021507198986155226,0.00021936658234803153,0.00021800650606145153,0.0001687823696940725,0.0002169448393900648,0.00021613565360611807,0.00021558814791179323
nodes,8,4,32,1048576,binomial,0.0009481825870264715,0.0009481825870264715,0.0010360814725950303,0.0011535778901925818,0.0010705435596428696,0.0009855322959272923,0.0010513241138840278,0.0010416673944198987,0.0010442119398736175
nodes,8,4,32,4194304,binomial,0.0033661017012271877,0.0033661017012271877,0.0035145218688523313,0.003479104224864523,0.0051169895973774285,0.0034201004877915365,0.00351860886874714,0.003468329888309101,0.0034926324874383153
nodes,8,4,32,33554432,binomial,0.023817330144787832,0.023817330144787832,0.026635866167233332,0.026589884561055738,0.09649337227228037,0.026671545785829077,0.026975843553630027,0.026671545785829077,0.028393317231420346
nodes,8,8,64,2,release_gather,1.745054159999585e-05,4.4103657033132654e-05,4.4135631883862146e-05,4.408536926125566e-05,4.4146973283759346e-05,1.745054159999585e-05,5.3486089013131124e-05,0.0005642840581436447,4.415086510392443e-05
nodes,8,8,64,16,release_gather,1.7448244059054677e-05,4.40568894678168e-05,4.412310379311403e-05,4.4072973473143615e-05,4.413332662857525e-05,1.7448244059054677e-05,5.510393716454604e-05,0.0005647141207372973,4.41369502186552e-05
nodes,8,8,64,64,release_gather,1.779727896158306e-05,4.4881205950390666e-05,4.495095153440204e-05,4.490105309361464e-05,4.495907327138632e-05,1.779727896158306e-05,7.01766231840325e-05,0.0005772397080620996,4.4962764659830274e-05
nodes,8,8,64,512,release_gather,2.2044279825157794e-05,5.618959446270233e-05,5.699955654638488e-05,3.8885287258111935e-05,5.5591860295259276e-05,2.2044279825157794e-05,0.00010181561330745938,0.0006177004181410453,5.556054685420829e-05
nodes,8,8,64,4096,release_gather,3.180176748638156e-05,6.859641722985984e-05,7.208051139679229e-05,3.55305174491299e-05,6.940360214540824e-05,3.180176748638156e-05,0.00013417367159488663,0.00066487031794171,6.907940907988307e-05
nodes,8,8,64,16384,binomial,0.00010563583220998262,0.00010563583220998262,0.00010839177306543239,0.00012880178241619442,0.00012682099383677992,0.00010714522971860334,0.00012435532616483894,0.0009573290071580225,0.0001138319328320813
nodes,8,8,64,131072,binomial,0.00025530916374464214,0.00025530916374464214,0.0003104665149668798,0.0003155826323049644,0.0007528868607834316,0.0002954819013046582,0.00031289254011728114,0.0017598412632701505,0.00031672626509057707
nodes,8,8,64,1048576,binomial,0.0011626983224522853,0.0011626983224522853,0.001659425073392032,0.002799226254434122,0.004283480738663462,0.00184323349343626,0.0016519056034956033,0.002682632304842702,0.001978172540587882
nodes,8,8,64,4194304,binomial,0.003996299000794249,0.003996299000794249,0.006023648540690093,0.0063706605964355375,0.01782150478994946,0.006182181368976162,0.00586953217457338,0.006360721547075446,0.00764861774807644
nodes,8,8,64,33554432,scatter_ring_allgather,0.03272141988194523,0.0333903342230195,0.03939378598613772,0.035292545298219194,0.1938707530521239,0.03618812118529199,0.04156356927979547,0.03272141988194523,0.053502067149465767
nodes,8,16,128,2,circ_graph,5.408018908342315e-05,6.32866921192533e-05,5.408018908342315e-05,7.087467249659406e-05,8.654348035570474e-05,6.120729468313747e-05,0.00012068546008042231,0.0010664568281772884,9.192308627749294e-05
nodes,8,16,128,16,circ_graph,5.418186992500449e-05,6.362679244269542e-05,5.418186992500449e-05,7.092163377012199e-05,8.6865458742133e-05,6.140810294464678e-05,0.0001204356798594346,0.0010719690629987923,9.172053353452099e-05
nodes,8,16,128,64,circ_graph,5.465531735047025e-05,6.414391872501857e-05,5.465531735047025e-05,7.210083275565083e-05,8.759845080243524e-05,6.19077954316545e-05,0.00014139217392500982,0.0011024661269274942,9.219766611582111e-05
nodes,8,16,128,512,nb,7.472501045327449e-05,9.783332301541702e-05,9.423482256880426e-05,7.472501045327449e-05,0.0001065922736108289,9.976019389938294e-05,0.0001927347614921578,0.001137958099337879,0.00011077656516542097
nodes,8,16,128,4096,nb,8.813545438560794e-05,0.00011472759402047296,0.00011050951631311072,8.813545438560794e-05,0.00013846121900422365,0.00012191151310122432,0.0002918381932519165,0.0011970017795076302,0.00014781967946079916
nodes,8,16,128,16384,binomial,0.00014707580532065964,0.00014707580532065964,0.0001486626638211405,0.00027358303061103404,0.0002658435323928708,0.00020821410201245447,0.0002796789109742204,0.0013096589730876844,0.00018508747994790936
nodes,8,16,128,131072,binomial,0.0003568697228258557,0.0003568697228258557,0.00044104987809511257,0.0004471997906922465,0.0012005251921223883,0.00044129838664227144,0.00044550901758515183,0.0044438353243184785,0.00045213220561819576
nodes,8,16,128,1048576,binomial,0.0015383806755652103,0.0015383806755652103,0.0016533947609282593,0.0050614540143519475,0.009563528590846556,0.0024192338386712807,0.001901843124198025,0.0049739358684281545,0.002854253044827915
nodes,8,16,128,4194304,binomial,0.005063482678945163,0.005063482678945163,0.006832673687667408,0.008333846636753843,0.035880584528648285,0.007621976318778971,0.006654465229551442,0.007844418343935728,0.010579425113876263
nodes,8,16,128,33554432,scatter_ring_allgather,0.034936982026267084,0.04042811949957596,0.04647963963725021,0.0411835700590467,0.3235660363455006,0.04263744551940437,0.049664045520013314,0.034936982026267084,0.08474944325232348
nodes,8,32,256,2,binomial,6.827241127299548e-05,6.827241127299548e-05,9.128119564345437e-05,9.369513003757106e-05,0.00011843402587583061,9.914775540259133e-05,0.00015664296484157317,0.0024414361844910747,0.00011622537739789147
nodes,8,32,256,16,binomial,6.919249809513585e-05,6.919249809513585e-05,9.130293381595238e-05,9.35879324551626e-05,0.00011778163690122364,9.896576672473164e-05,0.0001566179445592954,0.0024459518455824366,0.00011570559106718768
nodes,8,32,256,64,binomial,7.257570166343055e-05,7.257570166343055e-05,9.243710550028219e-05,9.38730767237193e-05,0.0001202223278500691,9.975272530362761e-05,0.00016383476653804174,0.002451333591898168,0.00011846093616584328
