grid_mode,ppn,nodes,nproc,message_size_bytes,optimal_algorithm,optimal_predicted_time_sec,predicted_time_sec__binomial,predicted_time_sec__circ_graph,predicted_time_sec__nb,predicted_time_sec__pipelined_tree,predicted_time_sec__release_gather,predicted_time_sec__scatter_recursive_doubling_allgather,predicted_time_sec__scatter_ring_allgather,predicted_time_sec__tree
nodes,2,2,4,2,release_gather,3.1757506448474686e-06,1.3647978268202443e-05,1.3977811100374126e-05,1.4053328269673853e-05,1.401924360071237e-05,3.1757506448474686e-06,4.3417811266168055e-05,1.5667340490454812e-05,1.401924360071237e-05
nodes,2,2,4,16,release_gather,3.1817172850418814e-06,1.3683476082969455e-05,1.3992812296356053e-05,1.4067983131730008e-05,1.4034538594166963e-05,3.1817172850418814e-06,4.558769299124829e-05,1.5748256057538768e-05,1.4034538594166963e-05
nodes,2,2,4,64,release_gather,3.2548453738278293e-06,1.4167754086926002e-05,1.4482392710083815e-05,1.4560616088058104e-05,1.4527526415206098e-05,3.2548453738278293e-06,6.295868037205092e-05,1.6299124003227484e-05,1.4527526415206098e-05
nodes,2,2,4,512,release_gather,5.316321329073677e-06,3.154380585186623e-05,3.916384522149521e-05,3.147545835465029e-05,3.149863339936989e-05,5.316321329073677e-06,9.606243748625663e-05,3.320378098388491e-05,3.149863339936989e-05
nodes,2,2,4,4096,release_gather,9.174585136811043e-06,3.707507782625711e-05,4.6187539479703535e-05,3.721379151659327e-05,3.7202521571337776e-05,9.174585136811043e-06,0.0001147383074509928,3.8805397895710086e-05,3.7202521571337776e-05
nodes,2,2,4,16384,binomial,6.749648027152426e-05,6.749648027152426e-05,8.770199197426211e-05,0.0001073501529989412,9.655125313961228e-05,7.011459373198995e-05,0.00010730864114371736,9.733579828717478e-05,9.593485315128927e-05
nodes,2,2,4,131072,release_gather,0.0001677214719340693,0.00019161265749121972,0.00021424572272394217,0.00021737799021190226,0.00021663620527490675,0.0001677214719340693,0.0002155812118111278,0.0002147771122419748,0.0002142330479471617
nodes,2,2,4,1048576,binomial,0.0009481825870264715,0.0009481825870264715,0.0010360814725950303,0.0011535778901925818,0.0010705435596428696,0.0009855322959272923,0.0010513241138840278,0.0010416673944198987,0.0010442119398736175
nodes,2,2,4,4194304,binomial,0.0033661017012271877,0.0033661017012271877,0.0035145218688523313,0.003479104224864523,0.0051169895973774285,0.0034201004877915365,0.00351860886874714,0.003468329888309101,0.0034926324874383153
nodes,2,2,4,33554432,binomial,0.023817330144787832,0.023817330144787832,0.026635866167233332,0.026589884561055738,0.09649337227228037,0.026671545785829077,0.026975843553630027,0.026671545785829077,0.028393317231420346
nodes,2,4,8,2,release_gather,3.1757506448474686e-06,1.3647978268202443e-05,1.3977811100374126e-05,1.4053328269673853e-05,1.401924360071237e-05,3.1757506448474686e-06,4.3417811266168055e-05,1.5667340490454812e-05,1.401924360071237e-05
nodes,2,4,8,16,release_gather,3.1817172850418814e-06,1.3683476082969455e-05,1.3992812296356053e-05,1.4067983131730008e-05,1.4034538594166963e-05,3.1817172850418814e-06,4.558769299124829e-05,1.5748256057538768e-05,1.4034538594166963e-05
nodes,2,4,8,64,release_gather,3.2548453738278293e-06,1.4167754086926002e-05,1.4482392710083815e-05,1.4560616088058104e-05,1.4527526415206098e-05,3.2548453738278293e-06,6.295868037205092e-05,1.6299124003227484e-05,1.4527526415206098e-05
nodes,2,4,8,512,release_gather,5.316321329073677e-06,3.154380585186623e-05,3.916384522149521e-05,3.147545835465029e-05,3.149863339936989e-05,5.316321329073677e-06,9.606243748625663e-05,3.320378098388491e-05,3.149863339936989e-05
nodes,2,4,8,4096,release_gather,9.174585136811043e-06,3.707507782625711e-05,4.6187539479703535e-05,3.721379151659327e-05,3.7202521571337776e-05,9.174585136811043e-06,0.0001147383074509928,3.8805397895710086e-05,3.7202521571337776e-05
nodes,2,4,8,16384,binomial,6.749648027152426e-05,6.749648027152426e-05,8.770199197426211e-05,0.0001073501529989412,9.655125313961228e-05,7.011459373198995e-05,0.00010730864114371736,9.733579828717478e-05,9.593485315128927e-05
nodes,2,4,8,131072,release_gather,0.0001677214719340693,0.00019161265749121972,0.00021424572272394217,0.00021737799021190226,0.00021663620527490675,0.0001677214719340693,0.0002155812118111278,0.0002147771122419748,0.0002142330479471617
nodes,2,4,8,1048576,binomial,0.0009481825870264715,0.0009481825870264715,0.0010360814725950303,0.0011535778901925818,0.0010705435596428696,0.0009855322959272923,0.0010513241138840278,0.0010416673944198987,0.0010442119398736175
nodes,2,4,8,4194304,binomial,0.0033661017012271877,0.0033661017012271877,0.0035145218688523313,0.003479104224864523,0.0051169895973774285,0.0034201004877915365,0.00351860886874714,0.003468329888309101,0.0034926324874383153
nodes,2,4,8,33554432,binomial,0.023817330144787832,0.023817330144787832,0.026635866167233332,0.026589884561055738,0.09649337227228037,0.026671545785829077,0.026975843553630027,0.026671545785829077,0.028393317231420346
nodes,2,8,16,2,release_gather,3.1757506448474686e-06,1.3647978268202443e-05,1.3977811100374126e-05,1.4053328269673853e-05,1.401924360071237e-05,3.1757506448474686e-06,4.3417811266168055e-05,1.5667340490454812e-05,1.401924360071237e-05
nodes,2,8,16,16,release_gather,3.1817172850418814e-06,1.3683476082969455e-05,1.3992812296356053e-05,1.4067983131730008e-05,1.4034538594166963e-05,3.1817172850418814e-06,4.558769299124829e-05,1.5748256057538768e-05,1.4034538594166963e-05
nodes,2,8,16,64,release_gather,3.2548453738278293e-06,1.4167754086926002e-05,1.4482392710083815e-05,1.4560616088058104e-05,1.4527526415206098e-05,3.2548453738278293e-06,6.295868037205092e-05,1.6299124003227484e-05,1.4527526415206098e-05
nodes,2,8,16,512,release_gather,5.316321329073677e-06,3.154380585186623e-05,3.916384522149521e-05,3.147545835465029e-05,3.149863339936989e-05,5.316321329073677e-06,9.606243748625663e-05,3.320378098388491e-05,3.149863339936989e-05
nodes,2,8,16,4096,release_gather,9.174585136811043e-06,3.707507782625711e-05,4.6187539479703535e-05,3.721379151659327e-05,3.7202521571337776e-05,9.174585136811043e-06,0.0001147383074509928,3.8805397895710086e-05,3.7202521571337776e-05
nodes,2,8,16,16384,binomial,6.749648027152426e-05,6.749648027152426e-05,8.770199197426211e-05,0.0001073501529989412,9.655125313961228e-05,7.011459373198995e-05,0.00010730864114371736,9.733579828717478e-05,9.593485315128927e-05
nodes,2,8,16,131072,release_gather,0.0001677214719340693,0.00019161265749121972,0.00021424572272394217,0.00021737799021190226,0.00021663620527490675,0.0001677214719340693,0.0002155812118111278,0.0002147771122419748,0.0002142330479471617
nodes,2,8,16,1048576,binomial,0.0009481825870264715,0.0009481825870264715,0.0010360814725950303,0.0011535778901925818,0.0010705435596428696,0.0009855322959272923,0.0010513241138840278,0.0010416673944198987,0.0010442119398736175
nodes,2,8,16,4194304,binomial,0.0033661017012271877,0.0033661017012271877,0.0035145218688523313,0.003479104224864523,0.0051169895973774285,0.0034201004877915365,0.00351860886874714,0.003468329888309101,0.0034926324874383153
nodes,2,8,16,33554432,binomial,0.023817330144787832,0.023817330144787832,0.026635866167233332,0.026589884561055738,0.09649337227228037,0.026671545785829077,0.026975843553630027,0.026671545785829077,0.028393317231420346
nodes,2,16,32,2,release_gather,3.735169309620531e-06,1.7210626741952044e-05,1.905599906506132e-05,2.0466889992464166e-05,1.9604205079817695e-05,3.735169309620531e-06,4.3417811266168055e-05,2.1318785695446707e-05,1.9604205079817695e-05
nodes,2,16,32,16,release_gather,3.7425422235958925e-06,1.7251531419162484e-05,1.908397304137253e-05,2.0486459088062918e-05,1.9636149173250558e-05,3.7425422235958925e-06,4.558769299124829e-05,2.1431703192817352e-05,1.9636149173250558e-05
nodes,2,16,32,64,release_gather,3.807749074564347e-06,1.7659259047578003e-05,1.961670424959149e-05,2.093282778714654e-05,2.011920662121266e-05,3.807749074564347e-06,6.295868037205092e-05,2.1966342082176502e-05,2.011920662121266e-05
nodes,2,16,32,512,release_gather,5.53604732286802e-06,3.444412410648371e-05,4.178677162317172e-05,3.291643060498093e-05,3.416596417757863e-05,5.53604732286802e-06,9.639474082050596e-05,3.5689670113707996e-05,3.416596417757863e-05
nodes,2,16,32,4096,release_gather,9.528417238616139e-06,4.081176938836476e-05,4.896653137714797e-05,3.8165680624093365e-05,4.0219608146299706e-05,9.528417238616139e-06,0.0001147383074509928,4.158783726908345e-05,4.0219608146299706e-05
nodes,2,16,32,16384,binomial,7.129101886114986e-05,7.129101886114986e-05,9.091115196654992e-05,0.00011214053303174722,0.00010086707998134113,7.271559668813282e-05,0.00011208458817626723,0.00010099605437915411,0.00010022312700402689
nodes,2,16,32,131072,release_gather,0.0001687823696940725,0.00019282467546826568,0.00021507198986155226,0.00021936658234803153,0.00021800650606145153,0.0001687823696940725,0.0002169448393900648,0.00021613565360611807,0.00021558814791179323
nodes,2,16,32,1048576,binomial,0.0009481825870264715,0.0009481825870264715,0.0010360814725950303,0.0011535778901925818,0.0010705435596428696,0.0009855322959272923,0.0010513241138840278,0.0010416673944198987,0.0010442119398736175
nodes,2,16,32,4194304,binomial,0.0033661017012271877,0.0033661017012271877,0.0035145218688523313,0.003479104224864523,0.0051169895973774285,0.0034201004877915365,0.00351860886874714,0.003468329888309101,0.0034926324874383153
nodes,2,16,32,33554432,binomial,0.023817330144787832,0.023817330144787832,0.026635866167233332,0.026589884561055738,0.09649337227228037,0.026671545785829077,0.026975843553630027,0.026671545785829077,0.028393317231420346
nodes,2,32,64,2,release_gather,1.745054159999585e-05,4.4103657033132654e-05,4.4135631883862146e-05,4.408536926125566e-05,4.4146973283759346e-05,1.745054159999585e-05,5.3486089013131124e-05,0.0005642840581436447,4.415086510392443e-05
nodes,2,32,64,16,release_gather,1.7448244059054677e-05,4.40568894678168e-05,4.412310379311403e-05,4.4072973473143615e-05,4.413332662857525e-05,1.7448244059054677e-05,5.510393716454604e-05,0.0005647141207372973,4.41369502186552e-05
nodes,2,32,64,64,release_gather,1.779727896158306e-05,4.4881205950390666e-05,4.495095153440204e-05,4.490105309361464e-05,4.495907327138632e-05,1.779727896158306e-05,7.01766231840325e-05,0.0005772397080620996,4.4962764659830274e-05
nodes,2,32,64,512,release_gather,2.2044279825157794e-05,5.618959446270233e-05,5.699955654638488e-05,3.8885287258111935e-05,5.5591860295259276e-05,2.2044279825157794e-05,0.00010181561330745938,0.0006177004181410453,5.556054685420829e-05
nodes,2,32,64,4096,release_gather,3.180176748638156e-05,6.859641722985984e-05,7.208051139679229e-05,3.55305174491299e-05,6.940360214540824e-05,3.180176748638156e-05,0.00013417367159488663,0.00066487031794171,6.907940907988307e-05
nodes,2,32,64,16384,binomial,0.00010563583220998262,0.00010563583220998262,0.00010839177306543239,0.00012880178241619442,0.00012682099383677992,0.00010714522971860334,0.00012435532616483894,0.0009573290071580225,0.0001138319328320813
nodes,2,32,64,131072,binomial,0.00025530916374464214,0.00025530916374464214,0.0003104665149668798,0.0003155826323049644,0.0007528868607834316,0.0002954819013046582,0.00031289254011728114,0.0017598412632701505,0.00031672626509057707
nodes,2,32,64,1048576,binomial,0.0011626983224522853,0.0011626983224522853,0.001659425073392032,0.002799226254434122,0.004283480738663462,0.00184323349343626,0.0016519056034956033,0.002682632304842702,0.001978172540587882
nodes,2,32,64,4194304,binomial,0.003996299000794249,0.003996299000794249,0.006023648540690093,0.0063706605964355375,0.01782150478994946,0.006182181368976162,0.00586953217457338,0.006360721547075446,0.00764861774807644
nodes,2,32,64,33554432,scatter_ring_allgather,0.03272141988194523,0.0333903342230195,0.03939378598613772,0.035292545298219194,0.1938707530521239,0.03618812118529199,0.04156356927979547,0.03272141988194523,0.053502067149465767
nodes,4,2,8,2,release_gather,3.1757506448474686e-06,1.3647978268202443e-05,1.3977811100374126e-05,1.4053328269673853e-05,1.401924360071237e-05,3.1757506448474686e-06,4.3417811266168055e-05,1.5667340490454812e-05,1.401924360071237e-05
nodes,4,2,8,16,release_gather,3.1817172850418814e-06,1.3683476082969455e-05,1.3992812296356053e-05,1.4067983131730008e-05,1.4034538594166963e-05,3.1817172850418814e-06,4.558769299124829e-05,1.5748256057538768e-05,1.4034538594166963e-05
nodes,4,2,8,64,release_gather,3.2548453738278293e-06,1.4167754086926002e-05,1.4482392710083815e-05,1.4560616088058104e-05,1.4527526415206098e-05,3.2548453738278293e-06,6.295868037205092e-05,1.6299124003227484e-05,1.4527526415206098e-05
nodes,4,2,8,512,release_gather,5.316321329073677e-06,3.154380585186623e-05,3.916384522149521e-05,3.147545835465029e-05,3.149863339936989e-05,5.316321329073677e-06,9.606243748625663e-05,3.320378098388491e-05,3.149863339936989e-05
nodes,4,2,8,4096,release_gather,9.174585136811043e-06,3.707507782625711e-05,4.6187539479703535e-05,3.721379151659327e-05,3.7202521571337776e-05,9.174585136811043e-06,0.0001147383074509928,3.8805397895710086e-05,3.7202521571337776e-05
nodes,4,2,8,16384,binomial,6.749648027152426e-05,6.749648027152426e-05,8.770199197426211e-05,0.0001073501529989412,9.655125313961228e-05,7.011459373198995e-05,0.00010730864114371736,9.733579828717478e-05,9.593485315128927e-05
nodes,4,2,8,131072,release_gather,0.0001677214719340693,0.00019161265749121972,0.00021424572272394217,0.00021737799021190226,0.00021663620527490675,0.0001677214719340693,0.0002155812118111278,0.0002147771122419748,0.0002142330479471617
nodes,4,2,8,1048576,binomial,0.0009481825870264715,0.0009481825870264715,0.0010360814725950303,0.0011535778901925818,0.0010705435596428696,0.0009855322959272923,0.0010513241138840278,0.0010416673944198987,0.0010442119398736175
nodes,4,2,8,4194304,binomial,0.0033661017012271877,0.0033661017012271877,0.0035145218688523313,0.003479104224864523,0.0051169895973774285,0.0034201004877915365,0.00351860886874714,0.003468329888309101,0.0034926324874383153
nodes,4,2,8,33554432,binomial,0.023817330144787832,0.023817330144787832,0.026635866167233332,0.026589884561055738,0.09649337227228037,0.026671545785829077,0.026975843553630027,0.026671545785829077,0.028393317231420346
nodes,4,4,16,2,release_gather,3.1757506448474686e-06,1.3647978268202443e-05,1.3977811100374126e-05,1.4053328269673853e-05,1.401924360071237e-05,3.1757506448474686e-06,4.3417811266168055e-05,1.5667340490454812e-05,1.401924360071237e-05
nodes,4,4,16,16,release_gather,3.1817172850418814e-06,1.3683476082969455e-05,1.3992812296356053e-05,1.4067983131730008e-05,1.4034538594166963e-05,3.1817172850418814e-06,4.558769299124829e-05,1.5748256057538768e-05,1.4034538594166963e-05
nodes,4,4,16,64,release_gather,3.2548453738278293e-06,1.4167754086926002e-05,1.4482392710083815e-05,1.4560616088058104e-05,1.4527526415206098e-05,3.2548453738278293e-06,6.295868037205092e-05,1.6299124003227484e-05,1.4527526415206098e-05
nodes,4,4,16,512,release_gather,5.316321329073677e-06,3.154380585186623e-05,3.916384522149521e-05,3.147545835465029e-05,3.149863339936989e-05,5.316321329073677e-06,9.606243748625663e-05,3.320378098388491e-05,3.149863339936989e-05
nodes,4,4,16,4096,release_gather,9.174585136811043e-06,3.707507782625711e-05,4.6187539479703535e-05,3.721379151659327e-05,3.7202521571337776e-05,9.174585136811043e-06,0.0001147383074509928,3.8805397895710086e-05,3.7202521571337776e-05
nodes,4,4,16,16384,binomial,6.749648027152426e-05,6.749648027152426e-05,8.770199197426211e-05,0.0001073501529989412,9.655125313961228e-05,7.011459373198995e-05,0.00010730864114371736,9.733579828717478e-05,9.593485315128927e-05
nodes,4,4,16,131072,release_gather,0.0001677214719340693,0.00019161265749121972,0.00021424572272394217,0.00021737799021190226,0.00021663620527490675,0.0001677214719340693,0.0002155812118111278,0.0002147771122419748,0.0002142330479471617
nodes,4,4,16,1048576,binomial,0.0009481825870264715,0.0009481825870264715,0.0010360814725950303,0.0011535778901925818,0.0010705435596428696,0.0009855322959272923,0.0010513241138840278,0.0010416673944198987,0.0010442119398736175
nodes,4,4,16,4194304,binomial,0.0033661017012271877,0.0033661017012271877,0.0035145218688523313,0.003479104224864523,0.0051169895973774285,0.0034201004877915365,0.00351860886874714,0.003468329888309101,0.0034926324874383153
nodes,4,4,16,33554432,binomial,0.023817330144787832,0.023817330144787832,0.026635866167233332,0.026589884561055738,0.09649337227228037,0.026671545785829077,0.026975843553630027,0.026671545785829077,0.028393317231420346
nodes,4,8,32,2,release_gather,3.735169309620531e-06,1.7210626741952044e-05,1.905599906506132e-05,2.0466889992464166e-05,1.9604205079817695e-05,3.735169309620531e-06,4.3417811266168055e-05,2.1318785695446707e-05,1.9604205079817695e-05
nodes,4,8,32,16,release_gather,3.7425422235958925e-06,1.7251531419162484e-05,1.908397304137253e-05,2.0486459088062918e-05,1.9636149173250558e-05,3.7425422235958925e-06,4.558769299124829e-05,2.1431703192817352e-05,1.9636149173250558e-05
nodes,4,8,32,64,release_gather,3.807749074564347e-06,1.7659259047578003e-05,1.961670424959149e-05,2.093282778714654e-05,2.011920662121266e-05,3.807749074564347e-06,6.295868037205092e-05,2.1966342082176502e-05,2.011920662121266e-05
nodes,4,8,32,512,release_gather,5.53604732286802e-06,3.444412410648371e-05,4.178677162317172e-05,3.291643060498093e-05,3.416596417757863e-05,5.53604732286802e-06,9.639474082050596e-05,3.5689670113707996e-05,3.416596417757863e-05
nodes,4,8,32,4096,release_gather,9.528417238616139e-06,4.081176938836476e-05,4.896653137714797e-05,3.8165680624093365e-05,4.0219608146299706e-05,9.528417238616139e-06,0.0001147383074509928,4.158783726908345e-05,4.0219608146299706e-05
nodes,4,8,32,16384,binomial,7.129101886114986e-05,7.129101886114986e-05,9.091115196654992e-05,0.00011214053303174722,0.00010086707998134113,7.271559668813282e-05,0.00011208458817626723,0.00010099605437915411,0.00010022312700402689
nodes,4,8,32,131072,release_gather,0.0001687823696940725,0.00019282467546826568,0.00021507198986155226,0.00021936658234803153,0.00021800650606145153,0.0001687823696940725,0.0002169448393900648,0.00021613565360611807,0.00021558814791179323
nodes,4,8,32,1048576,binomial,0.0009481825870264715,0.0009481825870264715,0.0010360814725950303,0.0011535778901925818,0.0010705435596428696,0.0009855322959272923,0.0010513241138840278,0.0010416673944198987,0.0010442119398736175
nodes,4,8,32,4194304,binomial,0.0033661017012271877,0.0033661017012271877,0.0035145218688523313,0.003479104224864523,0.0051169895973774285,0.0034201004877915365,0.00351860886874714,0.003468329888309101,0.0034926324874383153
nodes,4,8,32,33554432,binomial,0.023817330144787832,0.023817330144787832,0.026635866167233332,0.026589884561055738,0.09649337227228037,0.026671545785829077,0.026975843553630027,0.026671545785829077,0.028393317231420346
nodes,4,16,64,2,release_gather,1.745054159999585e-05,4.4103657033132654e-05,4.4135631883862146e-05,4.408536926125566e-05,4.4146973283759346e-05,1.745054159999585e-05,5.3486089013131124e-05,0.0005642840581436447,4.415086510392443e-05
nodes,4,16,64,16,release_gather,1.7448244059054677e-05,4.40568894678168e-05,4.412310379311403e-05,4.4072973473143615e-05,4.413332662857525e-05,1.7448244059054677e-05,5.510393716454604e-05,0.0005647141207372973,4.41369502186552e-05
nodes,4,16,64,64,release_gather,1.779727896158306e-05,4.4881205950390666e-05,4.495095153440204e-05,4.490105309361464e-05,4.495907327138632e-05,1.779727896158306e-05,7.01766231840325e-05,0.0005772397080620996,4.4962764659830274e-05
nodes,4,16,64,512,release_gather,2.2044279825157794e-05,5.618959446270233e-05,5.699955654638488e-05,3.8885287258111935e-05,5.5591860295259276e-05,2.2044279825157794e-05,0.00010181561330745938,0.0006177004181410453,5.556054685420829e-05
nodes,4,16,64,4096,release_gather,3.180176748638156e-05,6.859641722985984e-05,7.208051139679229e-05,3.55305174491299e-05,6.940360214540824e-05,3.180176748638156e-05,0.00013417367159488663,0.00066487031794171,6.907940907988307e-05
nodes,4,16,64,16384,binomial,0.00010563583220998262,0.00010563583220998262,0.00010839177306543239,0.00012880178241619442,0.00012682099383677992,0.00010714522971860334,0.00012435532616483894,0.0009573290071580225,0.0001138319328320813
nodes,4,16,64,131072,binomial,0.00025530916374464214,0.00025530916374464214,0.0003104665149668798,0.0003155826323049644,0.0007528868607834316,0.0002954819013046582,0.00031289254011728114,0.0017598412632701505,0.00031672626509057707
nodes,4,16,64,1048576,binomial,0.0011626983224522853,0.0011626983224522853,0.001659425073392032,0.002799226254434122,0.004283480738663462,0.00184323349343626,0.0016519056034956033,0.002682632304842702,0.001978172540587882
nodes,4,16,64,4194304,binomial,0.003996299000794249,0.003996299000794249,0.006023648540690093,0.0063706605964355375,0.01782150478994946,0.006182181368976162,0.00586953217457338,0.006360721547075446,0.00764861774807644
nodes,4,16,64,33554432,scatter_ring_allgather,0.03272141988194523,0.0333903342230195,0.03939378598613772,0.035292545298219194,0.1938707530521239,0.03618812118529199,0.04156356927979547,0.03272141988194523,0.053502067149465767
nodes,4,32,128,2,circ_graph,5.408018908342315e-05,6.32866921192533e-05,5.408018908342315e-05,7.087467249659406e-05,8.654348035570474e-05,6.120729468313747e-05,0.00012068546008042231,0.0010664568281772884,9.192308627749294e-05
nodes,4,32,128,16,circ_graph,5.418186992500449e-05,6.362679244269542e-05,5.418186992500449e-05,7.092163377012199e-05,8.6865458742133e-05,6.140810294464678e-05,0.0001204356798594346,0.0010719690629987923,9.172053353452099e-05
